,Bigram,Count,Veracity
47325,,0,Fake
47326,,0,Fake
47327,,0,Fake
47328,,0,Fake
47331,,0,Fake
47344,,0,Fake
47332,,0,Fake
47333,,0,Fake
47334,,0,Fake
47337,,0,Fake
47338,,0,Fake
47339,,0,Fake
47340,,0,Fake
47341,,0,Fake
47343,,0,Fake
47378,,0,Fake
47380,,0,Fake
47444,,0,Fake
47381,,0,Fake
47414,,0,Fake
47415,,0,Fake
47416,,0,Fake
47420,,0,Fake
47421,,0,Fake
47422,,0,Fake
47423,,0,Fake
47424,,0,Fake
47426,,0,Fake
47427,,0,Fake
47429,,0,Fake
47430,,0,Fake
47433,,0,Fake
47434,,0,Fake
47435,,0,Fake
47436,,0,Fake
47437,,0,Fake
47439,,0,Fake
47440,,0,Fake
47441,,0,Fake
47442,,0,Fake
47411,,0,Fake
47410,,0,Fake
47409,,0,Fake
47391,,0,Fake
47382,,0,Fake
47383,,0,Fake
47384,,0,Fake
47385,,0,Fake
47386,,0,Fake
47387,,0,Fake
47388,,0,Fake
47389,,0,Fake
47390,,0,Fake
47394,,0,Fake
47405,,0,Fake
47395,,0,Fake
47396,,0,Fake
47397,,0,Fake
47398,,0,Fake
47399,,0,Fake
47400,,0,Fake
47401,,0,Fake
47402,,0,Fake
47404,,0,Fake
48077,,0,Fake
48079,,0,Fake
49143,,0,Fake
48792,,0,Fake
48794,,0,Fake
48796,,0,Fake
48797,,0,Fake
48798,,0,Fake
48799,,0,Fake
48801,,0,Fake
48802,,0,Fake
48803,,0,Fake
48804,,0,Fake
48805,,0,Fake
48806,,0,Fake
48807,,0,Fake
48808,,0,Fake
48809,,0,Fake
48810,,0,Fake
48811,,0,Fake
48812,,0,Fake
48813,,0,Fake
48814,,0,Fake
48815,,0,Fake
48816,,0,Fake
48793,,0,Fake
48791,,0,Fake
48761,,0,Fake
48790,,0,Fake
48763,,0,Fake
48764,,0,Fake
48765,,0,Fake
48766,,0,Fake
48767,,0,Fake
48770,,0,Fake
48771,,0,Fake
48772,,0,Fake
48774,,0,Fake
48775,,0,Fake
48776,,0,Fake
48778,,0,Fake
48779,,0,Fake
48781,,0,Fake
48782,,0,Fake
48783,,0,Fake
48784,,0,Fake
48785,,0,Fake
48787,,0,Fake
48788,,0,Fake
48789,,0,Fake
48817,,0,Fake
48820,,0,Fake
48821,,0,Fake
48822,,0,Fake
48859,,0,Fake
48860,,0,Fake
48863,,0,Fake
48864,,0,Fake
48865,,0,Fake
48866,,0,Fake
48869,,0,Fake
48870,,0,Fake
48872,,0,Fake
48876,,0,Fake
48877,,0,Fake
48878,,0,Fake
48879,,0,Fake
48880,,0,Fake
48881,,0,Fake
48882,,0,Fake
48883,,0,Fake
48885,,0,Fake
48888,,0,Fake
48890,,0,Fake
48891,,0,Fake
48858,,0,Fake
48857,,0,Fake
48855,,0,Fake
48837,,0,Fake
48823,,0,Fake
48825,,0,Fake
48826,,0,Fake
48827,,0,Fake
48828,,0,Fake
48829,,0,Fake
48831,,0,Fake
48834,,0,Fake
48836,,0,Fake
48838,,0,Fake
48854,,0,Fake
48840,,0,Fake
48841,,0,Fake
48842,,0,Fake
48843,,0,Fake
48844,,0,Fake
48845,,0,Fake
48847,,0,Fake
48848,,0,Fake
48853,,0,Fake
48762,,0,Fake
48760,,0,Fake
48625,,0,Fake
48658,,0,Fake
48661,,0,Fake
48662,,0,Fake
48663,,0,Fake
48665,,0,Fake
48666,,0,Fake
48667,,0,Fake
48668,,0,Fake
48669,,0,Fake
48670,,0,Fake
48671,,0,Fake
48672,,0,Fake
48674,,0,Fake
48675,,0,Fake
48678,,0,Fake
48679,,0,Fake
48680,,0,Fake
48682,,0,Fake
48684,,0,Fake
48685,,0,Fake
48687,,0,Fake
48688,,0,Fake
48660,,0,Fake
48657,,0,Fake
48758,,0,Fake
48656,,0,Fake
48627,,0,Fake
48628,,0,Fake
48629,,0,Fake
48630,,0,Fake
48631,,0,Fake
48632,,0,Fake
48634,,0,Fake
48635,,0,Fake
48636,,0,Fake
48637,,0,Fake
48638,,0,Fake
48641,,0,Fake
48643,,0,Fake
48644,,0,Fake
48645,,0,Fake
48646,,0,Fake
48648,,0,Fake
48650,,0,Fake
48651,,0,Fake
48654,,0,Fake
48655,,0,Fake
48689,,0,Fake
48690,,0,Fake
48692,,0,Fake
48693,,0,Fake
48730,,0,Fake
48732,,0,Fake
48733,,0,Fake
48734,,0,Fake
48735,,0,Fake
48738,,0,Fake
48739,,0,Fake
48741,,0,Fake
48744,,0,Fake
48745,,0,Fake
48746,,0,Fake
48747,,0,Fake
48748,,0,Fake
48749,,0,Fake
48750,,0,Fake
48751,,0,Fake
48752,,0,Fake
48753,,0,Fake
48754,,0,Fake
48755,,0,Fake
48756,,0,Fake
48729,,0,Fake
48727,,0,Fake
48723,,0,Fake
48706,,0,Fake
48694,,0,Fake
48695,,0,Fake
48697,,0,Fake
48698,,0,Fake
48699,,0,Fake
48701,,0,Fake
48702,,0,Fake
48704,,0,Fake
48705,,0,Fake
48707,,0,Fake
48722,,0,Fake
48709,,0,Fake
48710,,0,Fake
48711,,0,Fake
48713,,0,Fake
48714,,0,Fake
48715,,0,Fake
48718,,0,Fake
48720,,0,Fake
48721,,0,Fake
48892,,0,Fake
48893,,0,Fake
48894,,0,Fake
49056,,0,Fake
49058,,0,Fake
49060,,0,Fake
49061,,0,Fake
49062,,0,Fake
49064,,0,Fake
49065,,0,Fake
49066,,0,Fake
49067,,0,Fake
49068,,0,Fake
49069,,0,Fake
49070,,0,Fake
49071,,0,Fake
49072,,0,Fake
49073,,0,Fake
49074,,0,Fake
49075,,0,Fake
49076,,0,Fake
49077,,0,Fake
49078,,0,Fake
49079,,0,Fake
49081,,0,Fake
49057,,0,Fake
49053,,0,Fake
48895,,0,Fake
49051,,0,Fake
49023,,0,Fake
49024,,0,Fake
49026,,0,Fake
49027,,0,Fake
49028,,0,Fake
49029,,0,Fake
49030,,0,Fake
49032,,0,Fake
49033,,0,Fake
49034,,0,Fake
49039,,0,Fake
49041,,0,Fake
49042,,0,Fake
49043,,0,Fake
49044,,0,Fake
49045,,0,Fake
49046,,0,Fake
49047,,0,Fake
49048,,0,Fake
49049,,0,Fake
49050,,0,Fake
49082,,0,Fake
49083,,0,Fake
49084,,0,Fake
49086,,0,Fake
49117,,0,Fake
49118,,0,Fake
49119,,0,Fake
49120,,0,Fake
49121,,0,Fake
49122,,0,Fake
49123,,0,Fake
49124,,0,Fake
49125,,0,Fake
49126,,0,Fake
49127,,0,Fake
49128,,0,Fake
49129,,0,Fake
49130,,0,Fake
49132,,0,Fake
49133,,0,Fake
49134,,0,Fake
49139,,0,Fake
49140,,0,Fake
49141,,0,Fake
49142,,0,Fake
49116,,0,Fake
49115,,0,Fake
49114,,0,Fake
49098,,0,Fake
49088,,0,Fake
49089,,0,Fake
49090,,0,Fake
49091,,0,Fake
49093,,0,Fake
49094,,0,Fake
49095,,0,Fake
49096,,0,Fake
49097,,0,Fake
49099,,0,Fake
49113,,0,Fake
49101,,0,Fake
49102,,0,Fake
49103,,0,Fake
49105,,0,Fake
49106,,0,Fake
49107,,0,Fake
49108,,0,Fake
49109,,0,Fake
49112,,0,Fake
49022,,0,Fake
49021,,0,Fake
49020,,0,Fake
48953,,0,Fake
48924,,0,Fake
48925,,0,Fake
48926,,0,Fake
48930,,0,Fake
48932,,0,Fake
48933,,0,Fake
48934,,0,Fake
48935,,0,Fake
48936,,0,Fake
48938,,0,Fake
48939,,0,Fake
48940,,0,Fake
48941,,0,Fake
48944,,0,Fake
48945,,0,Fake
48946,,0,Fake
48947,,0,Fake
48948,,0,Fake
48949,,0,Fake
48950,,0,Fake
48951,,0,Fake
48921,,0,Fake
48920,,0,Fake
48919,,0,Fake
48905,,0,Fake
48896,,0,Fake
48897,,0,Fake
48898,,0,Fake
48899,,0,Fake
48900,,0,Fake
48901,,0,Fake
48902,,0,Fake
48903,,0,Fake
48904,,0,Fake
48906,,0,Fake
48917,,0,Fake
48907,,0,Fake
48908,,0,Fake
48910,,0,Fake
48911,,0,Fake
48912,,0,Fake
48913,,0,Fake
48914,,0,Fake
48915,,0,Fake
48916,,0,Fake
48952,,0,Fake
48954,,0,Fake
49018,,0,Fake
48956,,0,Fake
48991,,0,Fake
48992,,0,Fake
48994,,0,Fake
48995,,0,Fake
48996,,0,Fake
48997,,0,Fake
48998,,0,Fake
49000,,0,Fake
49003,,0,Fake
49004,,0,Fake
49006,,0,Fake
49007,,0,Fake
49008,,0,Fake
49009,,0,Fake
49010,,0,Fake
49011,,0,Fake
49012,,0,Fake
49013,,0,Fake
49014,,0,Fake
49016,,0,Fake
49017,,0,Fake
48988,,0,Fake
48986,,0,Fake
48985,,0,Fake
48972,,0,Fake
48957,,0,Fake
48958,,0,Fake
48960,,0,Fake
48963,,0,Fake
48964,,0,Fake
48965,,0,Fake
48966,,0,Fake
48969,,0,Fake
48970,,0,Fake
48973,,0,Fake
48983,,0,Fake
48974,,0,Fake
48975,,0,Fake
48976,,0,Fake
48977,,0,Fake
48978,,0,Fake
48979,,0,Fake
48980,,0,Fake
48981,,0,Fake
48982,,0,Fake
48626,,0,Fake
48624,,0,Fake
48082,,0,Fake
48252,,0,Fake
48254,,0,Fake
48255,,0,Fake
48256,,0,Fake
48257,,0,Fake
48258,,0,Fake
48259,,0,Fake
48260,,0,Fake
48262,,0,Fake
48263,,0,Fake
48265,,0,Fake
48266,,0,Fake
48267,,0,Fake
48270,,0,Fake
48272,,0,Fake
48273,,0,Fake
48274,,0,Fake
48276,,0,Fake
48281,,0,Fake
48282,,0,Fake
48283,,0,Fake
48284,,0,Fake
48253,,0,Fake
48251,,0,Fake
48217,,0,Fake
48249,,0,Fake
48220,,0,Fake
48221,,0,Fake
48222,,0,Fake
48224,,0,Fake
48225,,0,Fake
48226,,0,Fake
48227,,0,Fake
48229,,0,Fake
48230,,0,Fake
48231,,0,Fake
48232,,0,Fake
48235,,0,Fake
48236,,0,Fake
48237,,0,Fake
48238,,0,Fake
48239,,0,Fake
48240,,0,Fake
48241,,0,Fake
48243,,0,Fake
48246,,0,Fake
48248,,0,Fake
48285,,0,Fake
48287,,0,Fake
48288,,0,Fake
48290,,0,Fake
48318,,0,Fake
48320,,0,Fake
48322,,0,Fake
48323,,0,Fake
48324,,0,Fake
48326,,0,Fake
48327,,0,Fake
48328,,0,Fake
48330,,0,Fake
48331,,0,Fake
48332,,0,Fake
48333,,0,Fake
48334,,0,Fake
48335,,0,Fake
48336,,0,Fake
48337,,0,Fake
48338,,0,Fake
48339,,0,Fake
48340,,0,Fake
48342,,0,Fake
48343,,0,Fake
48317,,0,Fake
48316,,0,Fake
48314,,0,Fake
48302,,0,Fake
48291,,0,Fake
48292,,0,Fake
48293,,0,Fake
48294,,0,Fake
48295,,0,Fake
48296,,0,Fake
48298,,0,Fake
48300,,0,Fake
48301,,0,Fake
48303,,0,Fake
48313,,0,Fake
48304,,0,Fake
48305,,0,Fake
48306,,0,Fake
48307,,0,Fake
48308,,0,Fake
48309,,0,Fake
48310,,0,Fake
48311,,0,Fake
48312,,0,Fake
48219,,0,Fake
48216,,0,Fake
48621,,0,Fake
48109,,0,Fake
48111,,0,Fake
48112,,0,Fake
48114,,0,Fake
48115,,0,Fake
48119,,0,Fake
48120,,0,Fake
48121,,0,Fake
48122,,0,Fake
48124,,0,Fake
48126,,0,Fake
48127,,0,Fake
48129,,0,Fake
48131,,0,Fake
48132,,0,Fake
48134,,0,Fake
48135,,0,Fake
48136,,0,Fake
48137,,0,Fake
48139,,0,Fake
48140,,0,Fake
48141,,0,Fake
48110,,0,Fake
48107,,0,Fake
48213,,0,Fake
48106,,0,Fake
48083,,0,Fake
48084,,0,Fake
48086,,0,Fake
48087,,0,Fake
48088,,0,Fake
48089,,0,Fake
48090,,0,Fake
48091,,0,Fake
48092,,0,Fake
48093,,0,Fake
48094,,0,Fake
48095,,0,Fake
48096,,0,Fake
48097,,0,Fake
48098,,0,Fake
48099,,0,Fake
48100,,0,Fake
48101,,0,Fake
48102,,0,Fake
48103,,0,Fake
48105,,0,Fake
48142,,0,Fake
48143,,0,Fake
48146,,0,Fake
48147,,0,Fake
48180,,0,Fake
48181,,0,Fake
48182,,0,Fake
48185,,0,Fake
48186,,0,Fake
48187,,0,Fake
48188,,0,Fake
48189,,0,Fake
48190,,0,Fake
48192,,0,Fake
48195,,0,Fake
48196,,0,Fake
48197,,0,Fake
48198,,0,Fake
48199,,0,Fake
48203,,0,Fake
48204,,0,Fake
48207,,0,Fake
48208,,0,Fake
48210,,0,Fake
48212,,0,Fake
48179,,0,Fake
48178,,0,Fake
48177,,0,Fake
48158,,0,Fake
48149,,0,Fake
48150,,0,Fake
48151,,0,Fake
48152,,0,Fake
48153,,0,Fake
48154,,0,Fake
48155,,0,Fake
48156,,0,Fake
48157,,0,Fake
48159,,0,Fake
48175,,0,Fake
48161,,0,Fake
48162,,0,Fake
48163,,0,Fake
48165,,0,Fake
48166,,0,Fake
48167,,0,Fake
48168,,0,Fake
48173,,0,Fake
48174,,0,Fake
48345,,0,Fake
48346,,0,Fake
48348,,0,Fake
48524,,0,Fake
48526,,0,Fake
48528,,0,Fake
48529,,0,Fake
48530,,0,Fake
48531,,0,Fake
48533,,0,Fake
48534,,0,Fake
48535,,0,Fake
48539,,0,Fake
48540,,0,Fake
48542,,0,Fake
48543,,0,Fake
48544,,0,Fake
48545,,0,Fake
48546,,0,Fake
48548,,0,Fake
48549,,0,Fake
48551,,0,Fake
48552,,0,Fake
48553,,0,Fake
48554,,0,Fake
48525,,0,Fake
48523,,0,Fake
48349,,0,Fake
48521,,0,Fake
48495,,0,Fake
48497,,0,Fake
48498,,0,Fake
48499,,0,Fake
48502,,0,Fake
48503,,0,Fake
48504,,0,Fake
48505,,0,Fake
48506,,0,Fake
48507,,0,Fake
48508,,0,Fake
48509,,0,Fake
48511,,0,Fake
48512,,0,Fake
48514,,0,Fake
48515,,0,Fake
48516,,0,Fake
48517,,0,Fake
48518,,0,Fake
48519,,0,Fake
48520,,0,Fake
48557,,0,Fake
48558,,0,Fake
48560,,0,Fake
48561,,0,Fake
48591,,0,Fake
48592,,0,Fake
48593,,0,Fake
48595,,0,Fake
48596,,0,Fake
48597,,0,Fake
48599,,0,Fake
48601,,0,Fake
48602,,0,Fake
48604,,0,Fake
48605,,0,Fake
48607,,0,Fake
48608,,0,Fake
48610,,0,Fake
48612,,0,Fake
48614,,0,Fake
48615,,0,Fake
48616,,0,Fake
48617,,0,Fake
48619,,0,Fake
48620,,0,Fake
48590,,0,Fake
48589,,0,Fake
48588,,0,Fake
48571,,0,Fake
48562,,0,Fake
48563,,0,Fake
48564,,0,Fake
48565,,0,Fake
48566,,0,Fake
48567,,0,Fake
48568,,0,Fake
48569,,0,Fake
48570,,0,Fake
48573,,0,Fake
48587,,0,Fake
48574,,0,Fake
48577,,0,Fake
48578,,0,Fake
48579,,0,Fake
48580,,0,Fake
48582,,0,Fake
48584,,0,Fake
48585,,0,Fake
48586,,0,Fake
48494,,0,Fake
48493,,0,Fake
48492,,0,Fake
48414,,0,Fake
48385,,0,Fake
48386,,0,Fake
48387,,0,Fake
48388,,0,Fake
48389,,0,Fake
48391,,0,Fake
48392,,0,Fake
48393,,0,Fake
48396,,0,Fake
48397,,0,Fake
48398,,0,Fake
48400,,0,Fake
48402,,0,Fake
48403,,0,Fake
48404,,0,Fake
48405,,0,Fake
48406,,0,Fake
48407,,0,Fake
48408,,0,Fake
48410,,0,Fake
48411,,0,Fake
48384,,0,Fake
48383,,0,Fake
48382,,0,Fake
48367,,0,Fake
48351,,0,Fake
48354,,0,Fake
48355,,0,Fake
48356,,0,Fake
48358,,0,Fake
48360,,0,Fake
48363,,0,Fake
48365,,0,Fake
48366,,0,Fake
48368,,0,Fake
48381,,0,Fake
48371,,0,Fake
48372,,0,Fake
48373,,0,Fake
48374,,0,Fake
48376,,0,Fake
48377,,0,Fake
48378,,0,Fake
48379,,0,Fake
48380,,0,Fake
48412,,0,Fake
48418,,0,Fake
48491,,0,Fake
48420,,0,Fake
48455,,0,Fake
48456,,0,Fake
48457,,0,Fake
48458,,0,Fake
48461,,0,Fake
48463,,0,Fake
48464,,0,Fake
48465,,0,Fake
48467,,0,Fake
48471,,0,Fake
48472,,0,Fake
48473,,0,Fake
48474,,0,Fake
48476,,0,Fake
48477,,0,Fake
48481,,0,Fake
48485,,0,Fake
48487,,0,Fake
48488,,0,Fake
48489,,0,Fake
48490,,0,Fake
48454,,0,Fake
48453,,0,Fake
48452,,0,Fake
48432,,0,Fake
48421,,0,Fake
48423,,0,Fake
48424,,0,Fake
48425,,0,Fake
48426,,0,Fake
48427,,0,Fake
48428,,0,Fake
48429,,0,Fake
48430,,0,Fake
48434,,0,Fake
48451,,0,Fake
48435,,0,Fake
48437,,0,Fake
48440,,0,Fake
48441,,0,Fake
48442,,0,Fake
48443,,0,Fake
48444,,0,Fake
48446,,0,Fake
48449,,0,Fake
32689,,0,Fake
30000,,0,Fake
32687,,0,Fake
10537,,0,True
10540,,0,True
10541,,0,True
10542,,0,True
10543,,0,True
10544,,0,True
10545,,0,True
10546,,0,True
10548,,0,True
10549,,0,True
10550,,0,True
10551,,0,True
10552,,0,True
10553,,0,True
10555,,0,True
10557,,0,True
10558,,0,True
10559,,0,True
10561,,0,True
10563,,0,True
10564,,0,True
10565,,0,True
10566,,0,True
10567,,0,True
10539,,0,True
10535,,0,True
10501,,0,True
10534,,0,True
10503,,0,True
10504,,0,True
10506,,0,True
10507,,0,True
10508,,0,True
10509,,0,True
10510,,0,True
10511,,0,True
10512,,0,True
10513,,0,True
10515,,0,True
10517,,0,True
10518,,0,True
10521,,0,True
10522,,0,True
10523,,0,True
10524,,0,True
10526,,0,True
10527,,0,True
10529,,0,True
10530,,0,True
10531,,0,True
10532,,0,True
10568,,0,True
10569,,0,True
10570,,0,True
10571,,0,True
10601,,0,True
10602,,0,True
10603,,0,True
10604,,0,True
10605,,0,True
10606,,0,True
10608,,0,True
10609,,0,True
10610,,0,True
10611,,0,True
10612,,0,True
10613,,0,True
10614,,0,True
10615,,0,True
10616,,0,True
10617,,0,True
10618,,0,True
10619,,0,True
10622,,0,True
10624,,0,True
10625,,0,True
10626,,0,True
10627,,0,True
10600,,0,True
10599,,0,True
10598,,0,True
10584,,0,True
10572,,0,True
10573,,0,True
10574,,0,True
10575,,0,True
10576,,0,True
10577,,0,True
10578,,0,True
10580,,0,True
10582,,0,True
10583,,0,True
10586,,0,True
10597,,0,True
10587,,0,True
10588,,0,True
10589,,0,True
10590,,0,True
10591,,0,True
10592,,0,True
10593,,0,True
10594,,0,True
10595,,0,True
10596,,0,True
10502,,0,True
10500,,0,True
10369,,0,True
10405,,0,True
10407,,0,True
10408,,0,True
10410,,0,True
10412,,0,True
10416,,0,True
10417,,0,True
10418,,0,True
10420,,0,True
10421,,0,True
10422,,0,True
10423,,0,True
10424,,0,True
10425,,0,True
10426,,0,True
10427,,0,True
10428,,0,True
10429,,0,True
10430,,0,True
10431,,0,True
10432,,0,True
10433,,0,True
10434,,0,True
10435,,0,True
10406,,0,True
10404,,0,True
10499,,0,True
10403,,0,True
10372,,0,True
10373,,0,True
10374,,0,True
10375,,0,True
10376,,0,True
10377,,0,True
10378,,0,True
10379,,0,True
10380,,0,True
10383,,0,True
10385,,0,True
10386,,0,True
10387,,0,True
10388,,0,True
10389,,0,True
10391,,0,True
10392,,0,True
10393,,0,True
10396,,0,True
10398,,0,True
10399,,0,True
10401,,0,True
10402,,0,True
10436,,0,True
10437,,0,True
10438,,0,True
10439,,0,True
10468,,0,True
10469,,0,True
10470,,0,True
10471,,0,True
10472,,0,True
10474,,0,True
10475,,0,True
10477,,0,True
10478,,0,True
10479,,0,True
10480,,0,True
10481,,0,True
10486,,0,True
10487,,0,True
10488,,0,True
10489,,0,True
10491,,0,True
10492,,0,True
10494,,0,True
10495,,0,True
10496,,0,True
10497,,0,True
10498,,0,True
10467,,0,True
10466,,0,True
10465,,0,True
10451,,0,True
10440,,0,True
10441,,0,True
10442,,0,True
10443,,0,True
10444,,0,True
10445,,0,True
10447,,0,True
10448,,0,True
10449,,0,True
10450,,0,True
10452,,0,True
10464,,0,True
10453,,0,True
10454,,0,True
10455,,0,True
10456,,0,True
10457,,0,True
10458,,0,True
10459,,0,True
10460,,0,True
10461,,0,True
10462,,0,True
10628,,0,True
10629,,0,True
10630,,0,True
10792,,0,True
10794,,0,True
10795,,0,True
10796,,0,True
10797,,0,True
10798,,0,True
10799,,0,True
10800,,0,True
10801,,0,True
10802,,0,True
10803,,0,True
10804,,0,True
10805,,0,True
10806,,0,True
10807,,0,True
10808,,0,True
10809,,0,True
10812,,0,True
10813,,0,True
10814,,0,True
10815,,0,True
10817,,0,True
10818,,0,True
10819,,0,True
10793,,0,True
10791,,0,True
10631,,0,True
10789,,0,True
10761,,0,True
10763,,0,True
10766,,0,True
10767,,0,True
10768,,0,True
10769,,0,True
10772,,0,True
10773,,0,True
10774,,0,True
10775,,0,True
10776,,0,True
10777,,0,True
10778,,0,True
10779,,0,True
10780,,0,True
10781,,0,True
10782,,0,True
10783,,0,True
10784,,0,True
10785,,0,True
10786,,0,True
10787,,0,True
10788,,0,True
10820,,0,True
10821,,0,True
10822,,0,True
10824,,0,True
10854,,0,True
10857,,0,True
10858,,0,True
10859,,0,True
10861,,0,True
10862,,0,True
10863,,0,True
10865,,0,True
10866,,0,True
10867,,0,True
10868,,0,True
10869,,0,True
10871,,0,True
10872,,0,True
10873,,0,True
10875,,0,True
10876,,0,True
10877,,0,True
10879,,0,True
10880,,0,True
10882,,0,True
10883,,0,True
10884,,0,True
10853,,0,True
10852,,0,True
10851,,0,True
10835,,0,True
10825,,0,True
10826,,0,True
10827,,0,True
10828,,0,True
10829,,0,True
10830,,0,True
10831,,0,True
10832,,0,True
10833,,0,True
10834,,0,True
10837,,0,True
10850,,0,True
10838,,0,True
10839,,0,True
10840,,0,True
10841,,0,True
10842,,0,True
10843,,0,True
10844,,0,True
10847,,0,True
10848,,0,True
10849,,0,True
10760,,0,True
10758,,0,True
10757,,0,True
10692,,0,True
10665,,0,True
10666,,0,True
10667,,0,True
10668,,0,True
10669,,0,True
10670,,0,True
10672,,0,True
10673,,0,True
10674,,0,True
10675,,0,True
10676,,0,True
10677,,0,True
10678,,0,True
10679,,0,True
10680,,0,True
10682,,0,True
10684,,0,True
10685,,0,True
10686,,0,True
10687,,0,True
10688,,0,True
10689,,0,True
10690,,0,True
10664,,0,True
10662,,0,True
10661,,0,True
10645,,0,True
10632,,0,True
10633,,0,True
10635,,0,True
10637,,0,True
10638,,0,True
10639,,0,True
10640,,0,True
10641,,0,True
10643,,0,True
10644,,0,True
10646,,0,True
10660,,0,True
10647,,0,True
10648,,0,True
10649,,0,True
10650,,0,True
10652,,0,True
10654,,0,True
10655,,0,True
10656,,0,True
10657,,0,True
10658,,0,True
10691,,0,True
10693,,0,True
10755,,0,True
10694,,0,True
10728,,0,True
10729,,0,True
10730,,0,True
10731,,0,True
10732,,0,True
10734,,0,True
10735,,0,True
10738,,0,True
10740,,0,True
10741,,0,True
10742,,0,True
10743,,0,True
10744,,0,True
10745,,0,True
10746,,0,True
10747,,0,True
10748,,0,True
10749,,0,True
10750,,0,True
10751,,0,True
10752,,0,True
10753,,0,True
10754,,0,True
10726,,0,True
10725,,0,True
10724,,0,True
10707,,0,True
10695,,0,True
10696,,0,True
10697,,0,True
10698,,0,True
10699,,0,True
10700,,0,True
10701,,0,True
10702,,0,True
10703,,0,True
10706,,0,True
10708,,0,True
10723,,0,True
10710,,0,True
10711,,0,True
10712,,0,True
10714,,0,True
10715,,0,True
10717,,0,True
10718,,0,True
10719,,0,True
10720,,0,True
10722,,0,True
10371,,0,True
10368,,0,True
9877,,0,True
10025,,0,True
10027,,0,True
10028,,0,True
10030,,0,True
10033,,0,True
10034,,0,True
10035,,0,True
10037,,0,True
10038,,0,True
10039,,0,True
10040,,0,True
10041,,0,True
10043,,0,True
10044,,0,True
10045,,0,True
10046,,0,True
10047,,0,True
10049,,0,True
10050,,0,True
10051,,0,True
10053,,0,True
10055,,0,True
10056,,0,True
10057,,0,True
10026,,0,True
10024,,0,True
9996,,0,True
10023,,0,True
9998,,0,True
9999,,0,True
10000,,0,True
10001,,0,True
10002,,0,True
10003,,0,True
10004,,0,True
10005,,0,True
10006,,0,True
10007,,0,True
10008,,0,True
10009,,0,True
10010,,0,True
10011,,0,True
10012,,0,True
10013,,0,True
10014,,0,True
10015,,0,True
10016,,0,True
10017,,0,True
10020,,0,True
10021,,0,True
10022,,0,True
10058,,0,True
10059,,0,True
10060,,0,True
10062,,0,True
10094,,0,True
10095,,0,True
10096,,0,True
10097,,0,True
10099,,0,True
10100,,0,True
10102,,0,True
10103,,0,True
10104,,0,True
10105,,0,True
10106,,0,True
10107,,0,True
10108,,0,True
10109,,0,True
10110,,0,True
10111,,0,True
10112,,0,True
10113,,0,True
10114,,0,True
10115,,0,True
10116,,0,True
10117,,0,True
10118,,0,True
10093,,0,True
10092,,0,True
10091,,0,True
10075,,0,True
10063,,0,True
10065,,0,True
10066,,0,True
10067,,0,True
10068,,0,True
10070,,0,True
10071,,0,True
10072,,0,True
10073,,0,True
10074,,0,True
10076,,0,True
10090,,0,True
10079,,0,True
10080,,0,True
10081,,0,True
10082,,0,True
10083,,0,True
10084,,0,True
10085,,0,True
10086,,0,True
10087,,0,True
10088,,0,True
9997,,0,True
9995,,0,True
10367,,0,True
9907,,0,True
9909,,0,True
9910,,0,True
9911,,0,True
9913,,0,True
9914,,0,True
9915,,0,True
9916,,0,True
9917,,0,True
9918,,0,True
9919,,0,True
9920,,0,True
9921,,0,True
9922,,0,True
9923,,0,True
9924,,0,True
9925,,0,True
9926,,0,True
9927,,0,True
9928,,0,True
9929,,0,True
9931,,0,True
9932,,0,True
9933,,0,True
9908,,0,True
9906,,0,True
9994,,0,True
9905,,0,True
9879,,0,True
9880,,0,True
9882,,0,True
9883,,0,True
9884,,0,True
9885,,0,True
9886,,0,True
9887,,0,True
9888,,0,True
9889,,0,True
9890,,0,True
9891,,0,True
9892,,0,True
9893,,0,True
9894,,0,True
9895,,0,True
9896,,0,True
9897,,0,True
9899,,0,True
9900,,0,True
9902,,0,True
9903,,0,True
9904,,0,True
9934,,0,True
9935,,0,True
9936,,0,True
9937,,0,True
9969,,0,True
9970,,0,True
9971,,0,True
9972,,0,True
9973,,0,True
9974,,0,True
9975,,0,True
9977,,0,True
9978,,0,True
9979,,0,True
9980,,0,True
9981,,0,True
9982,,0,True
9983,,0,True
9984,,0,True
9986,,0,True
9987,,0,True
9988,,0,True
9989,,0,True
9990,,0,True
9991,,0,True
9992,,0,True
9993,,0,True
9968,,0,True
9967,,0,True
9966,,0,True
9950,,0,True
9938,,0,True
9939,,0,True
9941,,0,True
9942,,0,True
9944,,0,True
9945,,0,True
9946,,0,True
9947,,0,True
9948,,0,True
9949,,0,True
9951,,0,True
9964,,0,True
9952,,0,True
9953,,0,True
9954,,0,True
9955,,0,True
9956,,0,True
9957,,0,True
9958,,0,True
9960,,0,True
9961,,0,True
9962,,0,True
10119,,0,True
10120,,0,True
10121,,0,True
10277,,0,True
10279,,0,True
10280,,0,True
10282,,0,True
10283,,0,True
10284,,0,True
10286,,0,True
10287,,0,True
10288,,0,True
10290,,0,True
10292,,0,True
10293,,0,True
10294,,0,True
10295,,0,True
10296,,0,True
10297,,0,True
10298,,0,True
10299,,0,True
10300,,0,True
10301,,0,True
10302,,0,True
10303,,0,True
10304,,0,True
10305,,0,True
10278,,0,True
10275,,0,True
10122,,0,True
10274,,0,True
10248,,0,True
10249,,0,True
10250,,0,True
10251,,0,True
10252,,0,True
10253,,0,True
10254,,0,True
10256,,0,True
