,Unnamed: 0,ID,Veracity,Author,Link,Category,Date,Tokens,Words,Types,Links Inside,Words Uppercase,Verbs,Subjuntive\Imperative Verbs,Nouns,Adjectives,Adverbs,Modal Verbs,Singular\Second Personal Pronouns,Plural First Personal Pronouns,Pronouns,Pausality,Characters,Average Sentence Length,Average Word Length,Percentage of Spelling Errors,Emotiveness,Diversity
1915,2723,2723,fake-meta-information,None,https://www.diariodobrasil.org/anatel-aquela-que-deveria-proteger-o-consumidor-mas-nao-o-faz-esta-quebrada-e-com-r-1400-em-caixa/,politica,2016-02-06 00:00:00,163,144,97,0,3,19,0,45,10,4,2,0,0,7,2.11111,729,16.0,5.0625,0.00694444,0.21875,0.673611
1916,2724,2724,fake-meta-information,None,https://www.diariodobrasil.org/senador-anuncia-cpi-da-lei-rouanet-vamos-acabar-o-mamatorio-da-cultura-doa-a-quem-doer/,politica,2016-02-06 00:00:00,166,137,97,0,5,24,1,41,6,4,8,0,1,7,2.07143,648,9.78571,4.72993,0.014598500000000002,0.153846,0.708029
1917,2725,2725,fake-meta-information,None,https://www.diariodobrasil.org/impeachment-no-senado-se-a-votacao-fosse-hoje-dilma-retornaria-ao-planalto/,politica,2016-02-06 00:00:00,198,169,124,0,29,21,3,66,3,6,4,0,0,4,4.14286,825,24.1429,4.88166,0.0,0.103448,0.7337279999999999
1918,2726,2726,fake-meta-information,None,https://www.diariodobrasil.org/suplicy-tentou-conversar-com-dilma-durante-3-anos-agora-jogada-as-tracas-ela-recebeu-o-ex-senador/,tv_celebridades,2016-02-06 00:00:00,134,113,84,0,0,23,0,34,3,4,2,0,0,6,3.0,541,16.1429,4.78761,0.00884956,0.122807,0.743363
1919,2727,2727,fake-meta-information,None,https://www.diariodobrasil.org/odebrecht-tentou-anular-a-lava-jato-delacao-podera-colocar-ex-advogado-geral-da-uniao-na-cadeia/,politica,2016-02-06 00:00:00,149,137,93,1,6,26,1,41,4,2,7,0,0,6,1.2,627,13.7,4.57664,0.0,0.0895522,0.678832
1920,2728,2728,fake-meta-information,None,https://www.diariodobrasil.org/nem-dilma-nem-temer-brasil-podera-ter-plebiscito-para-a-realizacao-de-eleicao-presidencial/,politica,2016-03-06 00:00:00,138,121,86,0,4,19,0,36,8,5,6,0,0,0,2.125,631,15.125,5.21488,0.0,0.236364,0.7107439999999999
1921,2729,2729,fake-meta-information,None,https://www.diariodobrasil.org/delator-disse-que-tinha-uma-kitnet-exclusiva-so-para-esconder-propina-do-governador-pimentel-pt-mg/,politica,2016-03-06 00:00:00,212,184,120,0,9,35,0,46,7,7,4,0,0,11,3.5,875,23.0,4.7554300000000005,0.00543478,0.17284000000000002,0.652174
1922,273,273,fake-meta-information,None,https://www.diariodobrasil.org/baixou-a-dilma-no-homem-temos-que-apoiar-a-reforma-da-previdencia-em-pouco-tempo-o-homem-vivera-140-anos/,politica,2018-02-02 00:00:00,154,128,84,0,0,24,2,33,7,8,4,0,0,6,1.625,600,8.0,4.6875,0.0078125,0.263158,0.65625
1923,2730,2730,fake-meta-information,None,https://www.diariodobrasil.org/oglobo-dono-de-empreiteira-que-reformou-o-triplex-de-lula-podera-fazer-delacao-premiada/,politica,2016-01-06 00:00:00,293,252,149,0,6,35,3,83,14,4,6,0,0,9,2.73333,1213,16.8,4.81349,0.00396825,0.152542,0.59127
1924,2731,2731,fake-meta-information,None,https://www.diariodobrasil.org/maduro-o-ditador-desvairado-dissolve-o-congresso-da-venezuela-e-pais-vive-clima-de-terror/,politica,2016-01-06 00:00:00,234,211,149,1,6,31,1,66,9,4,7,0,0,8,2.55556,1050,23.4444,4.9763,0.00473934,0.134021,0.7061609999999999
1925,2732,2732,fake-meta-information,None,https://www.diariodobrasil.org/lucas-lucco-posta-foto-nas-redes-sociais-e-ana-maria-manda-cantor-pendurar-melancia-do-pescoco/,tv_celebridades,2016-01-06 00:00:00,135,110,82,0,0,25,0,29,6,12,1,2,0,4,3.125,517,13.75,4.7,0.0,0.333333,0.745455
1926,2733,2733,fake-meta-information,None,https://www.diariodobrasil.org/governo-temer-pode-ser-o-mais-rapido-da-historia-13-senadores-poderao-mudar-seus-votos/,politica,2016-01-06 00:00:00,285,246,164,0,31,38,2,78,7,12,9,0,0,8,3.9,1134,24.6,4.60976,0.0,0.163793,0.666667
1927,2734,2734,fake-meta-information,None,https://www.diariodobrasil.org/cantor-vai-ate-boate-de-luxo-gasta-r-5-mil-e-depois-reclama-da-conta-no-instagram/,tv_celebridades,2016-01-06 00:00:00,144,120,88,0,3,23,0,32,6,7,1,2,0,8,3.0,531,15.0,4.425,0.00833333,0.236364,0.733333
1928,2735,2735,fake-meta-information,None,https://www.diariodobrasil.org/urgente-grupo-armado-de-lula-e-dilma-mtst-invade-predio-oficial-da-presidencia-em-sp/,politica,2016-01-06 00:00:00,205,181,121,0,5,31,1,52,9,10,6,0,1,9,3.4285699999999997,854,25.8571,4.71823,0.0,0.22891599999999998,0.668508
1929,2736,2736,fake-meta-information,None,https://www.diariodobrasil.org/26-chefes-regionais-do-ministerio-da-transparencia-entregam-seus-cargos-e-pedem-exoneracao-do-ministro/,politica,2016-05-30 00:00:00,227,205,127,0,4,31,0,67,4,6,2,0,0,9,2.2,1094,20.5,5.33659,0.0,0.10204099999999999,0.619512
1930,2737,2737,fake-meta-information,None,https://www.diariodobrasil.org/urgente-ministro-da-transparencia-vai-pedir-demissao-ainda-hoje/,politica,2016-05-30 00:00:00,128,111,83,0,3,16,1,35,5,9,3,0,0,5,2.42857,556,15.8571,5.00901,0.0,0.27451,0.747748
1931,2738,2738,fake-meta-information,None,https://www.diariodobrasil.org/em-video-deputado-derruba-o-discurso-de-que-dilma-e-honesta/,politica,2016-05-30 00:00:00,122,100,70,0,5,21,1,32,5,1,1,0,0,8,3.66667,475,16.6667,4.75,0.01,0.11320799999999999,0.7
1932,2739,2739,fake-meta-information,None,https://www.diariodobrasil.org/globo-entra-ao-vivo-e-reporter-foge-de-manifestantes-sob-gritos-de-globo-golpista-e-fora-temer/,tv_celebridades,2016-05-31 00:00:00,152,126,90,0,1,17,0,36,7,6,1,0,0,3,2.88889,622,14.0,4.93651,0.0,0.245283,0.714286
1933,274,274,fake-meta-information,None,https://www.diariodobrasil.org/jenios-temer-e-ratinho-divulgam-a-solucao-para-os-problemas-do-pais-panelas-de-pressao/,tv_celebridades,2018-02-02 00:00:00,234,193,124,1,8,34,5,55,5,8,3,0,0,12,3.41667,908,16.0833,4.70466,0.0,0.146067,0.642487
1934,2740,2740,fake-meta-information,None,https://www.diariodobrasil.org/porque-jo-soares-expulsou-mauricio-mattar-de-seu-programa-vai-te-embora-disse-o-apresentador/,tv_celebridades,2016-05-31 00:00:00,216,182,105,0,0,43,0,45,4,16,6,1,0,14,2.83333,847,15.1667,4.65385,0.0,0.227273,0.576923
1935,2741,2741,fake-meta-information,None,https://www.diariodobrasil.org/promotoria-aponta-desvios-de-r-14-milhoes-durante-gestao-de-anastasia-em-mg-ele-podera-ser-preso/,politica,2016-05-31 00:00:00,249,222,145,0,9,22,1,73,10,3,7,0,0,5,2.45455,1127,20.1818,5.07658,0.0,0.13684200000000002,0.653153
1936,2742,2742,fake-meta-information,None,https://www.diariodobrasil.org/operacao-zelotes-indicia-presidente-do-bradesco-trafico-de-influencia-corrupcao-ativa-e-lavagem-de-dinheiro/,politica,2016-05-31 00:00:00,134,118,76,0,1,16,0,38,8,4,2,0,0,5,2.28571,646,16.8571,5.4745800000000004,0.0,0.22222199999999998,0.644068
1937,2743,2743,fake-meta-information,None,https://www.diariodobrasil.org/exercito-podera-assumir-obras-abandonadas-de-empreiteiras-envolvidas-no-petrolao/,politica,2016-05-29 00:00:00,180,156,105,0,4,25,1,51,3,3,4,0,0,6,2.66667,742,17.3333,4.75641,0.0,0.07894739999999999,0.673077
1938,2744,2744,fake-meta-information,None,https://www.diariodobrasil.org/investigacao-descobre-1000-funcionarios-fantasmas-do-governo-dilma-recebiam-sem-trabalhar/,politica,2016-05-29 00:00:00,232,198,134,1,2,31,1,59,6,15,2,0,0,10,2.83333,1079,16.5,5.44949,0.0,0.23333299999999998,0.676768
1939,2745,2745,fake-meta-information,None,https://www.diariodobrasil.org/em-audio-vazado-lula-afirma-para-sarney-que-dilma-foi-seu-pior-erro/,politica,2016-05-29 00:00:00,235,205,126,0,3,38,0,59,13,8,10,0,0,8,2.30769,970,15.7692,4.73171,0.0,0.216495,0.614634
1940,2746,2746,fake-meta-information,None,https://www.diariodobrasil.org/metralhadora-ponto-100-novas-delacoes-poderao-incluir-ministro-de-temer-e-aecio-neves/,politica,2016-05-29 00:00:00,145,135,95,0,2,26,0,40,4,7,7,0,0,5,1.25,654,16.875,4.8444400000000005,0.0,0.166667,0.703704
1941,2747,2747,fake-meta-information,None,https://www.diariodobrasil.org/em-jantar-presidente-do-senado-diz-para-aliados-sei-que-posso-ser-preso-a-qualquer-momento/,politica,2016-05-30 00:00:00,114,96,68,0,6,18,0,31,0,0,5,1,0,8,3.0,433,16.0,4.51042,0.0,0.0,0.708333
1942,2748,2748,fake-meta-information,None,https://www.diariodobrasil.org/cunha-rebate-criticas-de-dilma-ela-e-mentirosaarrogante-e-incapaz-ate-o-lula-se-arrependeu/,politica,2016-05-30 00:00:00,286,238,147,0,4,43,1,63,11,12,5,0,1,21,2.66667,1115,13.2222,4.68487,0.00420168,0.216981,0.6176470000000001
1943,2749,2749,fake-meta-information,None,https://www.diariodobrasil.org/se-a-esposa-do-marqueteiro-falar-tudo-o-que-sabe-dilma-morre-politicamente/,politica,2016-05-29 00:00:00,75,65,48,0,0,11,2,18,1,2,0,0,0,9,2.0,313,13.0,4.81538,0.0,0.103448,0.738462
1944,275,275,fake-meta-information,None,https://www.diariodobrasil.org/jornalista-desmascara-lula-congresso-na-etiopia-nao-existiu-o-ex-presidente-mente-mais-do-que-respira/,politica,2018-02-02 00:00:00,170,146,91,0,4,19,0,49,3,8,2,0,0,6,2.0,673,12.1667,4.60959,0.0,0.16176500000000002,0.6232880000000001
1945,2750,2750,fake-meta-information,None,https://www.diariodobrasil.org/a-farra-dos-cartoes-corporativos-no-governo-dilma-cabeleireiro-hoteis-de-luxo-aluguel-de-carroes/,politica,2016-05-27 00:00:00,183,143,98,0,4,18,1,48,14,6,3,0,1,6,4.0,736,14.3,5.14685,0.0,0.30303,0.685315
1946,2751,2751,fake-meta-information,None,https://www.diariodobrasil.org/palhacada-tiririca-vai-ao-programa-do-jo-toma-5-doses-de-conhaque-e-diz-que-ser-deputado-nao-e-sua-praia/,tv_celebridades,2016-05-27 00:00:00,222,186,120,0,0,42,0,48,6,14,4,4,0,14,1.56522,813,8.086960000000001,4.37097,0.0,0.22222199999999998,0.645161
1947,2752,2752,fake-meta-information,None,https://www.diariodobrasil.org/arquivos-do-governo-apontam-que-dilma-mentiu-sobre-encontro-com-marcelo-odebrecht/,politica,2016-05-29 00:00:00,156,133,89,0,0,20,0,38,3,6,2,3,0,8,2.09091,685,12.0909,5.15038,0.0,0.155172,0.6691729999999999
1948,2753,2753,fake-meta-information,None,https://www.diariodobrasil.org/em-depoimento-marcelo-odebrecht-entrega-dilma-ela-interferiu-para-melar-a-lava-jato/,politica,2016-05-29 00:00:00,173,152,96,0,9,23,2,46,0,5,1,0,0,12,2.625,754,19.0,4.96053,0.0,0.07246380000000001,0.631579
1949,2754,2754,fake-meta-information,None,https://www.diariodobrasil.org/bolsa-familia-teve-mais-de-1-milhao-de-casos-de-fraudes-mais-de-r-26-bi-foram-desviados/,politica,2016-05-29 00:00:00,356,311,197,0,12,42,1,86,9,14,4,0,0,13,2.36842,1561,16.3684,5.01929,0.0,0.17968800000000001,0.63344
1950,2755,2755,fake-meta-information,None,https://www.diariodobrasil.org/deputado-mais-rico-do-brasil-faliu-27-empresas-e-tem-mais-de-5-mil-processos-na-justica/,politica,2016-05-29 00:00:00,230,195,127,1,12,20,0,61,15,8,2,0,0,5,4.375,914,24.375,4.687180000000001,0.00512821,0.283951,0.6512819999999999
1951,2756,2756,fake-meta-information,None,https://www.diariodobrasil.org/o-antagonista-dilma-nao-escapara-da-delacao-premiada-da-andrade-gutierrez/,politica,2016-05-26 00:00:00,143,123,84,0,0,21,1,36,2,9,4,0,0,10,2.8571400000000002,566,17.5714,4.60163,0.0,0.192982,0.6829270000000001
1952,2757,2757,fake-meta-information,None,https://www.diariodobrasil.org/conversa-entre-sarney-renan-e-sergio-machado-revela-que-dilma-pode-ter-conta-no-exterior/,politica,2016-05-26 00:00:00,135,111,85,0,0,25,0,29,4,5,3,1,0,8,2.66667,534,12.3333,4.81081,0.00900901,0.166667,0.765766
1953,2758,2758,fake-meta-information,None,https://www.diariodobrasil.org/o-plano-de-lula-apoiar-a-volta-de-dilma-antecipar-as-eleicoes-presidenciais-e-se-aliar-a-marina-silva/,politica,2016-05-26 00:00:00,249,219,138,0,1,39,5,65,9,12,6,0,0,12,2.5,1070,18.25,4.88584,0.0,0.201923,0.630137
1954,2759,2759,fake-meta-information,None,https://www.diariodobrasil.org/acusado-de-tentar-barrar-a-lava-jato-presidente-do-senado-chama-janot-de-mau-carater/,politica,2016-05-26 00:00:00,231,199,120,0,6,33,1,55,5,8,3,0,0,17,2.66667,901,16.5833,4.52764,0.0,0.147727,0.603015
1955,276,276,fake-meta-information,None,https://www.diariodobrasil.org/onu-nao-vai-interferir-no-caso-lula-o-brasil-tem-instituicoes-de-estado-muito-fortes/,politica,2018-02-02 00:00:00,351,302,177,1,7,52,2,91,19,14,11,0,0,8,2.45,1471,15.1,4.8708599999999995,0.0,0.230769,0.586093
1956,2760,2760,fake-meta-information,None,https://www.diariodobrasil.org/frota-posta-foto-no-instagram-e-ze-o-babao-cuspidor-do-pt-comeca-briga-nas-redes-sociais/,tv_celebridades,2016-05-25 00:00:00,21,17,17,0,1,1,0,9,2,0,0,0,0,0,1.33333,72,5.66667,4.23529,0.0,0.2,1.0
1957,2761,2761,fake-meta-information,None,https://www.diariodobrasil.org/guerra-declarada-aos-corruptos-nao-importa-se-a-pessoa-e-a-b-c-ou-d-todos-serao-investigados/,politica,2016-05-27 00:00:00,312,257,149,0,6,52,4,74,20,13,7,0,0,20,3.05556,1272,14.2778,4.94942,0.00389105,0.261905,0.579767
1958,2762,2762,fake-meta-information,None,https://www.diariodobrasil.org/uniao-gastou-quase-r-1-bilhao-com-diarias-para-funcionarios-publicos-em-2015/,politica,2016-05-24 00:00:00,237,189,126,0,8,24,0,54,8,13,2,0,0,7,3.0,849,11.8125,4.4920599999999995,0.00529101,0.269231,0.666667
1959,2763,2763,fake-meta-information,None,https://www.diariodobrasil.org/lei-rouanet-ratinho-manda-recado-para-artistas-vao-mamar-na-teta-do-capeta/,tv_celebridades,2016-05-25 00:00:00,110,85,59,0,3,16,0,24,3,4,0,1,0,6,2.5,393,8.5,4.623530000000001,0.0,0.175,0.694118
1960,2764,2764,fake-meta-information,None,https://www.diariodobrasil.org/assista-video-de-lula-dizendo-que-nicolas-maduro-tem-amor-pelo-seu-povo-lula-e-um-monstro/,politica,2016-05-25 00:00:00,97,83,60,0,4,14,3,26,4,0,1,0,0,6,2.8,382,16.6,4.60241,0.0,0.1,0.722892
1961,2765,2765,fake-meta-information,None,https://www.diariodobrasil.org/renan-calheiros-tambem-foi-gravado-trechos-do-dialogo-serao-divulgados/,politica,2016-05-25 00:00:00,130,115,71,1,1,21,1,38,1,3,5,0,0,5,2.5,589,19.1667,5.12174,0.00869565,0.0677966,0.617391
1962,2766,2766,fake-meta-information,None,https://www.diariodobrasil.org/renan-calheiros-entrega-lula-ele-se-refugiou-na-casa-civil-porque-sabia-que-seria-preso/,politica,2016-05-25 00:00:00,400,328,181,0,16,72,3,88,8,18,11,5,0,36,2.4,1455,10.9333,4.435980000000001,0.0,0.1625,0.551829
1963,2767,2767,fake-meta-information,None,https://www.diariodobrasil.org/folha-sarney-prometeu-ajudar-investigado-da-lava-jato-a-escapar-de-sergio-moro/,politica,2016-05-25 00:00:00,197,160,98,0,2,36,0,44,4,10,5,0,2,13,3.36364,740,14.5455,4.625,0.0,0.175,0.6125
1964,2768,2768,fake-meta-information,None,https://www.diariodobrasil.org/lula-quer-que-stf-reconheca-seu-status-de-ministro-o-motivo-pavor-de-sergio-moro/,politica,2016-05-25 00:00:00,252,231,137,0,7,34,4,73,5,4,7,0,0,9,2.1,994,23.1,4.303030000000001,0.0,0.0841122,0.593074
1965,2769,2769,fake-meta-information,None,https://www.diariodobrasil.org/governo-temer-podera-ter-a-primeira-baixa-ministro-foi-flagrado-jogando-o-nome-do-stf-na-lama/,politica,2016-05-23 00:00:00,185,161,103,1,4,35,0,46,7,8,8,0,0,6,2.18182,739,14.6364,4.59006,0.0,0.185185,0.6397520000000001
1966,277,277,fake-meta-information,None,https://www.diariodobrasil.org/atriz-global-se-levanta-dentro-de-aviao-defende-sergio-moro-e-e-ovacionada/,tv_celebridades,2018-01-31 00:00:00,194,158,118,4,2,30,2,46,7,8,2,0,0,12,2.4,759,10.5333,4.8038,0.0,0.19736800000000002,0.746835
1967,2770,2770,fake-meta-information,None,https://www.diariodobrasil.org/delcidio-recebe-recado-de-procuradores-se-esconder-algo-sobre-lula-e-dilma-volta-pra-cadeia-imediatamente/,politica,2016-05-23 00:00:00,160,132,90,0,0,23,3,40,7,2,3,0,0,13,2.0,678,9.42857,5.13636,0.0,0.14285699999999998,0.681818
1968,2771,2771,fake-meta-information,None,https://www.diariodobrasil.org/barbosa-michel-temer-nao-tem-legitimidade-para-governar-e-uma-anomalia/,politica,2016-05-24 00:00:00,333,291,188,0,2,58,4,70,27,19,5,1,0,31,3.0,1505,20.7857,5.171819999999999,0.0,0.359375,0.646048
1969,2772,2772,fake-meta-information,None,https://www.diariodobrasil.org/shrek-peppa-pig-mc-guime-e-jose-dirceu-essa-e-a-lei-rouanet-incentivando-a-curtura/,politica,2016-05-24 00:00:00,396,318,212,0,17,28,2,99,15,10,7,0,0,4,1.9024400000000001,1386,7.7561,4.35849,0.00314465,0.19685,0.666667
1970,2773,2773,fake-meta-information,None,https://www.diariodobrasil.org/deputado-do-psol-pede-que-ministro-de-temer-seja-afastado-e-preso/,politica,2016-05-23 00:00:00,180,153,94,1,5,28,3,50,2,5,7,0,0,5,2.45455,694,13.9091,4.53595,0.0,0.0897436,0.614379
1971,2774,2774,fake-meta-information,None,https://www.diariodobrasil.org/marido-de-atriz-defensora-de-dilma-tinha-cargo-em-empresa-publica-com-salario-de-r-91-mil/,tv_celebridades,2016-05-23 00:00:00,183,161,108,0,6,17,1,56,6,2,2,0,0,9,2.75,733,20.125,4.55279,0.00621118,0.109589,0.6708069999999999
1972,2775,2775,fake-meta-information,None,https://www.diariodobrasil.org/politicos-do-psdb-se-calam-apos-4-senadores-serem-citados-em-gravacao-de-juca/,politica,2016-05-23 00:00:00,311,253,140,1,7,45,1,85,5,11,7,0,0,18,2.41667,1205,10.5417,4.76285,0.0,0.12307699999999999,0.5533600000000001
1973,2776,2776,fake-meta-information,None,https://www.diariodobrasil.org/boechat-juca-tem-a-obrigacao-de-revelar-o-esquema-do-aecio-qual-e-o-esquema-de-aecio-sr-juca/,politica,2016-05-23 00:00:00,182,150,91,2,1,28,2,47,9,8,3,0,0,6,2.4615400000000003,695,11.5385,4.63333,0.0,0.226667,0.606667
1974,2777,2777,fake-meta-information,None,https://www.diariodobrasil.org/ex-presidente-da-transpetro-negocia-delacao-premiada-e-pode-implodir-a-cupula-do-pmdb/,politica,2016-05-23 00:00:00,133,125,81,0,4,16,0,44,2,5,4,0,0,4,1.33333,596,20.8333,4.768,0.0,0.116667,0.648
1975,2778,2778,fake-meta-information,None,https://www.diariodobrasil.org/audio-mostra-conversa-dentro-do-quarto-de-hotel-onde-ana-hickmann-sofreu-atentado/,sociedade_cotidiano,2016-05-23 00:00:00,117,100,72,1,2,14,0,32,5,3,3,0,0,1,2.42857,458,14.2857,4.58,0.01,0.173913,0.72
1976,2779,2779,fake-meta-information,None,https://www.diariodobrasil.org/o-nao-afastamento-de-romero-juca-fortalecera-a-tese-de-que-dilma-foi-vitima-de-um-golpe/,politica,2016-05-23 00:00:00,247,210,118,1,2,32,0,64,8,11,3,0,0,11,3.36364,976,19.0909,4.64762,0.0,0.197917,0.561905
1977,278,278,fake-meta-information,None,https://www.diariodobrasil.org/alvaro-dias-o-unico-candidato-a-presidencia-que-defende-o-fim-do-foro-privilegiado/,politica,2018-01-31 00:00:00,156,133,86,0,9,22,0,38,8,5,5,0,1,11,2.3,652,13.3,4.90226,0.0075188,0.216667,0.646617
1978,2780,2780,fake-meta-information,None,https://www.diariodobrasil.org/audio-de-ministro-sugere-que-dilma-foi-vitima-de-um-golpe-para-frear-a-lava-jato/,politica,2016-05-23 00:00:00,145,120,88,0,3,29,1,28,6,11,4,0,0,9,2.08333,558,10.0,4.65,0.0,0.298246,0.733333
1979,2781,2781,fake-meta-information,None,https://www.diariodobrasil.org/juca-desmente-materia-da-folhasp-e-diz-que-nao-teme-qualquer-tipo-de-investigacao/,politica,2016-05-23 00:00:00,203,182,118,2,6,39,1,51,4,6,3,1,0,10,1.9090900000000002,876,16.5455,4.8131900000000005,0.00549451,0.11111099999999999,0.648352
1980,2782,2782,fake-meta-information,None,https://www.diariodobrasil.org/equipe-de-dilma-sumiu-com-registros-de-visitantes-do-palacio-do-planalto-na-gestao-petista/,politica,2016-05-20 00:00:00,203,183,126,2,7,25,3,54,10,9,3,0,1,10,1.33333,946,12.2,5.1694,0.0,0.240506,0.688525
1981,2783,2783,fake-meta-information,None,https://www.diariodobrasil.org/o-espiao-garcom-demitido-por-michel-temer-foi-flagrado-repassando-informacoes-para-dilma/,politica,2016-05-20 00:00:00,195,168,104,0,2,31,1,50,10,6,9,0,0,5,3.375,874,21.0,5.202380000000001,0.0,0.19753099999999998,0.6190479999999999
1982,2784,2784,fake-meta-information,None,https://www.diariodobrasil.org/dilma-grampeou-sergio-moro-michel-temer-e-ministros-do-stf/,politica,2016-05-21 00:00:00,139,123,79,0,6,15,0,45,5,2,1,0,0,2,2.0,602,15.375,4.89431,0.0,0.116667,0.6422760000000001
1983,2785,2785,fake-meta-information,None,https://www.diariodobrasil.org/lei-rouanet-governo-dilma-liberou-r-15-milhao-para-produzir-filme-sobre-jose-dirceu/,politica,2016-05-19 00:00:00,211,186,117,0,5,32,0,51,9,7,7,0,0,7,2.5,893,18.6,4.801080000000001,0.0,0.192771,0.6290319999999999
1984,2786,2786,fake-meta-information,None,https://www.diariodobrasil.org/homem-que-tentou-matar-a-apresentadora-ana-hickmann-em-bh-foi-morto-com-3-tiros/,politica,2016-05-21 00:00:00,235,205,118,0,2,30,0,69,7,1,4,0,0,8,2.5,970,17.0833,4.73171,0.00487805,0.08080810000000001,0.5756100000000001
1985,2787,2787,fake-meta-information,None,https://www.diariodobrasil.org/ministra-do-stf-manda-dilma-se-explicar-sobre-o-termo-golpe-que-vem-usando-em-discursos/,politica,2016-05-18 00:00:00,200,174,113,0,7,32,3,52,6,5,5,0,0,9,2.88889,826,19.3333,4.74713,0.0,0.13095199999999999,0.649425
1986,2788,2788,fake-meta-information,None,https://www.diariodobrasil.org/pgr-denuncia-lula-impediu-investigacao-e-comandou-atividade-criminosa/,politica,2016-05-19 00:00:00,186,165,111,0,3,29,0,52,6,2,3,0,0,4,2.33333,880,18.3333,5.33333,0.0,0.0987654,0.6727270000000001
1987,2789,2789,fake-meta-information,None,https://www.diariodobrasil.org/o-numero-do-pt-nordeste-lacra-13-13-de-desemprego/,politica,2016-05-19 00:00:00,166,119,81,0,3,13,0,31,9,0,2,0,0,3,4.27273,465,10.8182,3.9075599999999997,0.0,0.204545,0.680672
1988,279,279,fake-meta-information,None,https://www.diariodobrasil.org/professora-se-revolta-com-comentario-de-alexandre-garcia-preconceituoso-de-mer-filhote-de-ditadura/,tv_celebridades,2018-01-02 00:00:00,197,165,109,1,0,25,1,52,8,11,2,0,0,8,2.13333,850,11.0,5.15152,0.00606061,0.24675300000000003,0.660606
1989,2790,2790,fake-meta-information,None,https://www.diariodobrasil.org/flha-de-empresaria-bilionaria-citada-na-forbes-recebeu-incentivo-de-meio-milhao-da-lei-rouanet/,politica,2016-05-19 00:00:00,224,195,121,2,3,27,2,54,5,14,6,0,0,8,3.625,938,24.375,4.8102599999999995,0.00512821,0.23456799999999997,0.620513
1990,2791,2791,fake-meta-information,None,https://www.diariodobrasil.org/cunha-tenta-se-defender-e-complica-a-esposa-as-despesas-sao-da-minha-mulher-eu-era-dependente-dela/,politica,2016-05-19 00:00:00,332,270,165,0,9,36,1,81,8,8,3,3,0,22,4.13333,1217,18.0,4.50741,0.0,0.13675199999999998,0.611111
1991,2792,2792,fake-meta-information,None,https://www.diariodobrasil.org/mais-estelionato-dilma-publica-video-e-usa-falsa-pobre-para-fazer-publicidade/,politica,2016-05-19 00:00:00,432,354,211,1,4,61,7,100,22,19,8,3,2,35,2.88889,1643,13.1111,4.64124,0.00847458,0.254658,0.5960449999999999
1992,2793,2793,fake-meta-information,None,https://www.diariodobrasil.org/mal-de-familia-sobrinho-de-lula-e-levado-de-camburao-para-delegacia-esquema-da-odebrecht-na-africa/,politica,2016-05-20 00:00:00,171,148,99,0,2,19,0,47,8,0,4,0,0,5,2.09091,736,13.4545,4.97297,0.0,0.12121199999999999,0.6689189999999999
1993,2794,2794,fake-meta-information,None,https://www.diariodobrasil.org/mais-uma-farsa-de-lula-a-verdade-sobre-o-falso-garcom-que-foi-demitido-por-michel-temer/,tv_celebridades,2016-05-19 00:00:00,392,340,180,4,7,55,1,93,15,24,12,0,0,18,4.33333,1596,28.3333,4.69412,0.00294118,0.26351399999999997,0.529412
1994,2795,2795,fake-meta-information,None,https://www.diariodobrasil.org/jornal-diz-que-saude-de-lula-vai-de-mal-a-pior-ex-presidente-tem-insonia-e-depressao-profunda/,politica,2016-05-18 00:00:00,208,187,117,0,3,27,0,57,6,12,3,0,0,4,2.1,880,18.7,4.7058800000000005,0.0,0.214286,0.625668
1995,2796,2796,fake-meta-information,None,https://www.diariodobrasil.org/senador-magno-malta-meia-duzia-de-artistas-revoltados-podem-choraracabou-a-mamata/,politica,2016-05-18 00:00:00,141,119,89,0,2,23,0,37,4,5,3,0,0,8,2.75,567,14.875,4.76471,0.00840336,0.15,0.747899
1996,2797,2797,fake-meta-information,None,https://www.diariodobrasil.org/ex-ministro-chefe-da-casa-civil-do-governo-lula-e-condenado-a-23-anos-de-prisao/,politica,2016-05-18 00:00:00,205,183,127,0,2,27,0,51,7,13,9,0,0,5,3.1428599999999998,869,26.1429,4.74863,0.0,0.25640999999999997,0.6939890000000001
1997,2798,2798,fake-meta-information,None,https://www.diariodobrasil.org/samu-e-farmacia-popular-podem-ser-encerrados-no-mes-de-agosto-em-todo-pais/,politica,2016-05-16 00:00:00,185,158,105,0,2,20,0,53,3,2,3,0,0,10,3.375,752,19.75,4.75949,0.0,0.0684932,0.664557
1998,2799,2799,fake-meta-information,None,https://www.diariodobrasil.org/senador-caiado-relatorio-do-tcu-aponta-que-o-pt-tem-574-mil-fantasmas-no-incra/,politica,2016-05-16 00:00:00,89,74,51,0,8,16,1,20,1,5,0,0,0,0,3.0,341,14.8,4.60811,0.0,0.166667,0.689189
1999,28,28,fake-meta-information,Josias Oliveira,https://afolhabrasil.com.br/politica/deputada-maria-do-rosario-e-intimada-pelo-stf-em-processo-de-bolsonaro/,politica,2017-08-10 00:00:00,296,251,156,4,8,35,0,80,9,8,3,0,0,11,3.75,1183,20.9167,4.71315,0.0,0.147826,0.621514
