,TextBlob Polarity,TextBlob Subjectivity,VADER negative,VADER neutral,VADER positive,VADER compound
2632,0.0,0.0,0.039,0.956,0.004,-0.9552
2633,-0.35,0.575,0.039,0.959,0.003,-0.9935
2634,-0.20000000000000004,0.7666666666666666,0.041,0.959,0.0,-0.9883
2635,0.05,1.0,0.01,0.981,0.009,0.0516
2636,0.11041666666666666,0.15833333333333333,0.061,0.931,0.008,-0.9931
2637,-0.4749999999999999,0.7833333333333333,0.032,0.964,0.004,-0.9638
2638,0.0,0.0,0.024,0.976,0.0,-0.9524
2639,0.0,0.0,0.014,0.986,0.0,-0.8402
264,0.0,0.0,0.016,0.984,0.0,-0.7184
2640,-0.14,0.7,0.034,0.962,0.004,-0.9532
2641,-0.05000000000000001,0.6,0.023,0.967,0.01,-0.9287
2642,0.03611111111111111,0.3805555555555556,0.06,0.938,0.002,-0.9971
2643,0.0,0.0,0.01,0.99,0.0,-0.7783
2644,0.0,0.25,0.017,0.98,0.003,-0.946
2645,-0.008333333333333331,0.20000000000000004,0.012,0.982,0.006,-0.8769
2646,0.016666666666666666,0.23333333333333334,0.007,0.993,0.0,-0.6808
2647,0.1,0.225,0.017,0.968,0.015,0.0857
2648,-0.8,1.0,0.027,0.969,0.004,-0.913
2649,0.0,1.0,0.019,0.981,0.0,-0.8484
265,0.0,0.0,0.021,0.979,0.0,-0.5267
2650,0.02777777777777778,0.35555555555555557,0.022,0.965,0.013,-0.7697
2651,0.03333333333333333,0.06666666666666667,0.034,0.958,0.009,-0.967
2652,0.0,0.0,0.021,0.973,0.005,-0.802
2653,0.0,0.7083333333333334,0.028,0.967,0.005,-0.9917
2654,0.1965909090909091,0.5886363636363636,0.024,0.966,0.01,-0.8225
2655,0.32009803921568625,0.5784313725490197,0.023,0.969,0.008,-0.9718
2656,0.0,0.0,0.052,0.948,0.0,-0.9705
2657,0.4333333333333333,0.6166666666666667,0.01,0.982,0.008,0.0258
2658,0.0,0.125,0.026,0.97,0.005,-0.9064
2659,0.16666666666666666,0.2777777777777778,0.02,0.975,0.004,-0.9403
266,0.0,0.0,0.016,0.962,0.022,0.4738
2660,0.32222222222222213,0.7777777777777778,0.025,0.956,0.019,-0.0772
2661,-0.15,0.625,0.02,0.969,0.011,-0.8271
2662,-0.125,0.825,0.022,0.973,0.004,-0.9708
2663,0.0,0.0,0.005,0.995,0.0,-0.25
2664,0.0,0.25,0.017,0.972,0.011,-0.34
2665,-0.050000000000000044,0.95,0.024,0.967,0.01,-0.7003
2666,-0.4,0.7125,0.039,0.95,0.011,-0.9566
2667,0.2851851851851852,0.7037037037037037,0.03,0.955,0.015,-0.9563
2668,0.0,0.0,0.027,0.964,0.009,-0.9118
2669,-0.025,0.5875,0.017,0.98,0.002,-0.9334
267,0.0,0.0,0.03,0.963,0.006,-0.8176
2670,0.0,0.5384615384615384,0.016,0.984,0.0,-0.8953
2671,-0.8,1.0,0.027,0.965,0.008,-0.9372
2672,-0.16666666666666666,0.6666666666666666,0.038,0.948,0.015,-0.9264
2673,-0.20416666666666666,0.4,0.018,0.976,0.006,-0.9391
2674,0.0,0.0,0.031,0.961,0.007,-0.806
2675,-0.375,1.0,0.035,0.951,0.015,-0.8188
2676,0.025,0.5,0.012,0.979,0.009,-0.2052
2677,0.1,0.6,0.035,0.917,0.048,0.9042
2678,0.049999999999999975,0.89,0.024,0.97,0.006,-0.9613
2679,-0.15555555555555556,0.6,0.027,0.973,0.0,-0.9911
268,0.1,0.1,0.015,0.985,0.0,-0.8402
2680,0.0,0.375,0.013,0.987,0.0,-0.9246
2681,0.05416666666666666,0.21458333333333335,0.022,0.974,0.004,-0.9274
2682,-0.2,0.9375,0.033,0.962,0.004,-0.9786
2683,0.09999999999999998,0.7250000000000001,0.042,0.947,0.011,-0.9857
2684,-0.012500000000000011,0.725,0.008,0.987,0.005,-0.6284
2685,-0.19999999999999998,0.8714285714285713,0.011,0.982,0.006,-0.5215
2686,-0.22222222222222224,0.3888888888888889,0.014,0.969,0.017,0.3182
2687,-0.3333333333333334,0.6166666666666667,0.032,0.963,0.005,-0.9724
2688,-0.30666666666666664,0.5033333333333333,0.04,0.954,0.006,-0.9741
2689,0.0,0.25,0.038,0.962,0.0,-0.9353
269,0.016666666666666666,0.5333333333333333,0.034,0.966,0.0,-0.8316
2690,-0.4,0.55,0.007,0.993,0.0,-0.3412
2691,0.0,0.25,0.026,0.968,0.007,-0.9231
2692,0.016666666666666666,1.0,0.014,0.986,0.0,-0.9514
2693,0.2375,0.72,0.018,0.979,0.002,-0.9757
2694,0.059999999999999984,0.7053846153846154,0.029,0.968,0.003,-0.9702
2695,-0.21250000000000002,0.75,0.027,0.965,0.008,-0.7066
2696,0.03333333333333333,0.06666666666666667,0.045,0.946,0.009,-0.9651
2697,-0.027777777777777776,0.27777777777777773,0.051,0.949,0.0,-0.987
2698,0.0,0.0,0.053,0.947,0.0,-0.9274
2699,0.0,0.0,0.026,0.974,0.0,-0.8779
27,0.033333333333333305,0.4666666666666667,0.032,0.961,0.007,-0.9633
270,0.0,0.0,0.013,0.987,0.0,-0.6553
2700,0.03333333333333333,0.06666666666666667,0.014,0.983,0.003,-0.802
2701,-0.26666666666666666,1.0,0.035,0.951,0.013,-0.876
2702,-0.1375,0.6,0.017,0.975,0.008,-0.8374
2703,0.08888888888888889,0.4166666666666667,0.031,0.961,0.009,-0.9826
2704,0.1,0.475,0.031,0.965,0.004,-0.9756
2705,0.033333333333333326,0.5380952380952382,0.023,0.94,0.037,0.9217
2706,0.0,0.0,0.018,0.976,0.006,-0.5994
2707,-0.05,0.45,0.021,0.976,0.003,-0.9542
2708,0.0,0.0,0.015,0.985,0.0,-0.5875
2709,0.0,1.0,0.014,0.986,0.0,-0.8475
271,0.0,0.75,0.042,0.958,0.0,-0.9124
2710,-0.10000000000000003,0.7124999999999999,0.012,0.979,0.009,-0.2023
2711,0.01666666666666667,0.36333333333333334,0.018,0.976,0.006,-0.8837
2712,0.15,0.6499999999999999,0.034,0.957,0.008,-0.8225
2713,-0.16,0.7,0.048,0.948,0.004,-0.9862
2714,-0.21666666666666667,0.7833333333333333,0.03,0.963,0.007,-0.9743
2715,0.355,0.6420833333333335,0.019,0.945,0.036,0.9837
2716,0.1571428571428571,0.4214285714285714,0.026,0.969,0.005,-0.9841
2717,-0.14666666666666667,0.42666666666666664,0.046,0.945,0.008,-0.9739
2718,0.25,0.5,0.014,0.976,0.011,-0.1779
2719,0.15833333333333333,0.6277777777777779,0.021,0.979,0.0,-0.9332
272,0.022222222222222223,0.044444444444444446,0.038,0.962,0.0,-0.7783
2720,0.07500000000000001,0.55,0.026,0.974,0.0,-0.7909
2721,-0.16,0.30000000000000004,0.03,0.963,0.007,-0.9332
2722,-0.1666666666666667,0.8166666666666668,0.019,0.97,0.011,-0.627
2723,-0.15000000000000002,0.30000000000000004,0.033,0.957,0.01,-0.9359
2724,0.10714285714285714,0.8428571428571429,0.019,0.979,0.001,-0.9874
2725,0.2714285714285714,0.9642857142857144,0.02,0.97,0.01,-0.8176
2726,0.3857142857142857,0.7285714285714285,0.021,0.967,0.011,-0.907
2727,0.0,0.0,0.024,0.976,0.0,-0.8807
2728,0.13124999999999995,0.49375,0.022,0.967,0.011,-0.8225
2729,0.06875,0.78125,0.018,0.977,0.004,-0.9699
273,0.0,1.0,0.031,0.969,0.0,-0.8402
2730,0.03636363636363637,0.2636363636363636,0.031,0.959,0.009,-0.9883
2731,0.0,0.0,0.018,0.961,0.021,0.5267
2732,0.0,1.0,0.042,0.953,0.005,-0.8888
2733,0.0,0.0,0.032,0.948,0.02,-0.6808
2734,0.0,0.4,0.02,0.967,0.013,-0.3257
2735,0.03333333333333333,0.10416666666666666,0.029,0.971,0.0,-0.8807
2736,0.0,0.0,0.04,0.96,0.0,-0.8807
2737,-0.19166666666666668,0.5791666666666666,0.026,0.956,0.018,-0.3257
2738,0.0,0.75,0.059,0.935,0.005,-0.986
2739,0.3375,0.6191666666666668,0.017,0.976,0.007,-0.9191
274,0.13333333333333333,0.5791666666666666,0.02,0.98,0.0,-0.9274
2740,0.0,0.0,0.034,0.951,0.015,-0.9348
2741,0.7,0.9,0.03,0.958,0.012,-0.8402
2742,0.0,0.75,0.064,0.936,0.0,-0.9081
2743,0.0125,0.75,0.012,0.985,0.003,-0.7945
2744,-0.5366666666666667,0.7566666666666666,0.008,0.989,0.003,-0.4767
2745,0.0,0.0,0.028,0.968,0.004,-0.9878
2746,0.0,0.0,0.011,0.986,0.004,-0.4939
2747,0.625,1.0,0.022,0.957,0.021,0.3111
2748,0.07749999999999999,0.43666666666666665,0.02,0.971,0.009,-0.8316
2749,0.0,0.0,0.003,0.997,0.0,-0.296
275,0.0,0.0,0.035,0.959,0.006,-0.9227
2750,0.0,0.75,0.019,0.976,0.005,-0.7482
2751,0.044444444444444446,0.05555555555555556,0.034,0.957,0.008,-0.9457
2752,0.05,1.0,0.013,0.984,0.003,-0.8507
2753,-0.3916666666666667,0.5791666666666666,0.012,0.988,0.0,-0.7909
2754,0.0,1.0,0.015,0.985,0.0,-0.8516
2755,0.103125,0.17500000000000002,0.03,0.963,0.007,-0.9772
2756,0.0,0.0,0.017,0.983,0.0,-0.7783
2757,-0.8,1.0,0.026,0.97,0.004,-0.8934
2758,0.375,0.575,0.024,0.968,0.008,-0.9265
2759,-0.5166666666666667,1.0,0.03,0.963,0.007,-0.9559
276,0.0,0.0,0.04,0.954,0.006,-0.9643
2760,0.0,0.16666666666666666,0.033,0.951,0.015,-0.7825
2761,-0.0261904761904762,0.5619047619047619,0.023,0.975,0.002,-0.9936
2762,0.5833333333333334,0.875,0.019,0.952,0.03,0.8591
2763,0.03854166666666667,0.45625000000000004,0.041,0.959,0.0,-0.9856
2764,-0.1733333333333333,0.4133333333333334,0.019,0.969,0.013,-0.3147
2765,-0.8,1.0,0.021,0.976,0.003,-0.9136
2766,-0.016666666666666663,0.6,0.01,0.973,0.017,0.7059
2767,-0.5166666666666667,0.9166666666666666,0.015,0.97,0.015,0.4404
2768,0.12499999999999994,0.95,0.014,0.972,0.014,0.34
2769,0.0,0.0,0.019,0.969,0.012,-0.6256
277,0.0,0.0,0.019,0.971,0.01,-0.4137
2770,-0.4,0.875,0.02,0.978,0.002,-0.9552
2771,0.6,0.9,0.019,0.969,0.013,-0.6672
2772,-0.1027777777777778,0.5277777777777778,0.004,0.989,0.007,0.6696
2773,0.0,1.0,0.02,0.968,0.012,-0.4084
2774,0.15666666666666668,0.5933333333333334,0.031,0.963,0.006,-0.9765
2775,-0.35000000000000003,0.7,0.028,0.967,0.005,-0.8722
2776,-0.38333333333333336,0.5333333333333333,0.027,0.973,0.0,-0.9677
2777,0.02291666666666666,0.5958333333333333,0.034,0.96,0.006,-0.9909
2778,0.6,0.9,0.024,0.946,0.031,0.7391
2779,-0.19285714285714287,0.6714285714285715,0.031,0.968,0.002,-0.9919
278,0.0,0.0,0.028,0.948,0.024,0.1027
2780,0.0,0.0,0.011,0.986,0.003,-0.5994
2781,0.35,0.45,0.026,0.971,0.004,-0.9409
2782,-0.1430555555555556,0.7277777777777779,0.021,0.97,0.01,-0.9516
2783,0.04166666666666667,0.2833333333333333,0.025,0.957,0.018,-0.2025
2784,0.0,1.0,0.031,0.962,0.006,-0.8625
2785,0.025,0.875,0.025,0.967,0.009,-0.9147
2786,0.016666666666666666,0.03333333333333333,0.043,0.957,0.0,-0.9716
2787,-0.8,1.0,0.036,0.952,0.012,-0.9674
2788,-0.13333333333333333,0.35000000000000003,0.018,0.978,0.004,-0.8591
2789,0.0,0.038461538461538464,0.033,0.967,0.0,-0.9623
279,-0.20714285714285716,0.6571428571428571,0.024,0.969,0.007,-0.98
2790,-0.45999999999999996,0.77,0.008,0.99,0.002,-0.7945
2791,-0.03914930555555557,0.5111111111111112,0.054,0.935,0.011,-0.9933
2792,-0.175,0.7300000000000001,0.036,0.96,0.004,-0.9947
2793,0.044444444444444425,0.6222222222222222,0.018,0.973,0.009,-0.837
2794,0.17115384615384613,0.8,0.034,0.953,0.013,-0.9875
2795,1.0,0.9,0.032,0.957,0.011,-0.9368
2796,-0.04583333333333334,0.65,0.027,0.966,0.007,-0.9848
2797,0.0,1.0,0.027,0.964,0.009,-0.9313
2798,0.39833333333333326,0.801666666666667,0.011,0.952,0.037,0.9735
2799,-1.5419764230904953e-17,0.9111111111111112,0.032,0.96,0.008,-0.9393
28,-0.09999999999999999,0.8333333333333334,0.034,0.944,0.021,-0.7506
280,-0.05000000000000001,0.32211538461538464,0.019,0.979,0.002,-0.978
2800,-0.17500000000000002,0.775,0.025,0.963,0.011,-0.8858
2801,0.0,0.0,0.025,0.975,0.0,-0.9741
2802,0.3285714285714286,0.7642857142857143,0.016,0.974,0.01,-0.5267
2803,0.0,1.0,0.017,0.971,0.012,-0.2023
2804,0.17916666666666667,0.5833333333333333,0.026,0.964,0.01,-0.945
2805,0.375,1.0,0.016,0.968,0.015,0.1695
2806,0.0,0.75,0.018,0.982,0.0,-0.8807
2807,-0.041666666666666664,0.29583333333333334,0.023,0.961,0.017,-0.289
2808,0.3499999999999999,0.9499999999999998,0.017,0.963,0.019,0.7003
2809,0.0,0.8333333333333334,0.017,0.983,0.0,-0.9501
281,0.0,0.0,0.0,1.0,0.0,0.0
2810,0.0,0.0,0.016,0.984,0.0,-0.8402
2811,0.3,0.95,0.023,0.972,0.005,-0.802
2812,0.7,0.9,0.027,0.951,0.022,-0.1043
2813,0.0,1.0,0.023,0.974,0.003,-0.9325
2814,0.0,1.0,0.025,0.942,0.033,0.7506
2815,0.05,0.45,0.021,0.976,0.003,-0.8591
2816,-0.051851851851851864,0.4552706552706553,0.017,0.976,0.007,-0.69
2817,-0.2555555555555556,0.35555555555555557,0.021,0.967,0.012,-0.3682
2818,0.1,0.65,0.026,0.969,0.005,-0.8507
2819,-0.8,1.0,0.022,0.978,0.0,-0.9596
282,0.0,0.0,0.008,0.983,0.009,0.128
2820,0.6,0.9,0.02,0.937,0.043,0.9291
2821,0.10476190476190475,0.24523809523809523,0.039,0.948,0.013,-0.924
2822,0.375,0.75,0.035,0.955,0.011,-0.9731
2823,-0.08333333333333334,0.8333333333333334,0.021,0.965,0.014,-0.6157
2824,-0.3428571428571429,0.42857142857142855,0.014,0.975,0.012,0.1906
2825,0.19166666666666665,0.35000000000000003,0.023,0.973,0.004,-0.9434
2826,0.0,1.0,0.005,0.995,0.0,-0.3595
2827,-0.05,0.55,0.039,0.953,0.008,-0.9501
2828,-0.01666666666666669,0.6791666666666667,0.021,0.972,0.006,-0.8851
2829,0.6999999999999998,0.9,0.025,0.964,0.011,-0.9313
283,0.025,0.5875,0.042,0.958,0.0,-0.931
2830,0.0,0.0,0.038,0.945,0.017,-0.9024
2831,0.17337662337662335,0.4779220779220778,0.013,0.962,0.025,0.9663
2832,-0.04166666666666667,0.16666666666666666,0.03,0.97,0.0,-0.9081
2833,-0.08,0.3333333333333333,0.023,0.975,0.002,-0.9545
2834,-0.1261904761904762,0.619047619047619,0.02,0.976,0.005,-0.9246
2835,0.0,0.0,0.032,0.959,0.009,-0.9296
2836,0.0,0.0,0.022,0.973,0.005,-0.91
2837,0.0,0.0,0.023,0.966,0.011,-0.5867
2838,0.39999999999999997,0.5,0.032,0.95,0.018,-0.3818
2839,-0.03125,0.7,0.015,0.978,0.007,-0.7351
284,0.2333333333333333,0.9666666666666667,0.026,0.945,0.028,0.3612
2840,0.0,0.25,0.016,0.971,0.013,-0.126
2841,0.0,1.0,0.015,0.969,0.016,0.2263
2842,0.15000000000000002,0.25,0.039,0.941,0.02,-0.9406
2843,0.26666666666666666,0.9666666666666667,0.028,0.944,0.028,0.1779
2844,0.0,0.0,0.02,0.975,0.005,-0.8208
2845,-0.47000000000000003,0.85,0.022,0.978,0.0,-0.9274
2846,0.0,0.0,0.027,0.973,0.0,-0.9492
2847,-0.8,1.0,0.007,0.993,0.0,-0.296
2848,0.05000000000000001,0.7000000000000001,0.021,0.975,0.004,-0.9666
2849,-0.375,0.7250000000000001,0.031,0.951,0.018,-0.8916
285,0.0,0.25,0.037,0.96,0.003,-0.9783
2850,0.055303030303030305,0.5015151515151516,0.03,0.964,0.006,-0.9763
2851,-0.025000000000000022,0.6625,0.027,0.967,0.005,-0.8779
2852,0.0125,0.8,0.056,0.94,0.004,-0.9928
2853,0.2333333333333333,0.4166666666666667,0.025,0.974,0.001,-0.9952
2854,0.0,1.0,0.011,0.97,0.019,0.7351
2855,0.6,0.9,0.01,0.969,0.021,0.8316
2856,0.15416666666666667,0.8833333333333333,0.028,0.957,0.015,-0.975
2857,0.048760330578512395,0.4958677685950414,0.028,0.941,0.031,0.9172
2858,0.0,0.0,0.013,0.979,0.008,-0.4019
2859,0.36666666666666664,0.48333333333333334,0.017,0.977,0.006,-0.6705
286,-0.36,0.75,0.024,0.964,0.012,-0.7964
2860,0.13333333333333333,0.13333333333333333,0.033,0.959,0.008,-0.9333
2861,-0.275,1.0,0.031,0.956,0.013,-0.7699
2862,-0.26666666666666666,0.6666666666666666,0.01,0.982,0.008,-0.0547
2863,0.0,0.8333333333333334,0.017,0.98,0.004,-0.9042
2864,-0.1535714285714286,0.7928571428571429,0.033,0.963,0.004,-0.9908
2865,0.40512820512820513,0.658974358974359,0.024,0.965,0.011,-0.9035
2866,0.0,0.0,0.046,0.933,0.021,-0.9102
2867,0.6,0.9,0.031,0.952,0.017,-0.6124
2868,0.0,0.0,0.035,0.96,0.005,-0.9309
2869,0.2,0.2,0.035,0.963,0.002,-0.9774
287,0.0,0.0,0.044,0.956,0.0,-0.9001
2870,0.075,0.825,0.014,0.976,0.009,-0.5267
2871,0.1,0.6,0.02,0.957,0.023,0.7771
2872,0.27499999999999997,0.37500000000000006,0.041,0.949,0.01,-0.9781
2873,0.2,0.2625,0.024,0.959,0.017,-0.5216
2874,-0.2979166666666667,0.7041666666666666,0.031,0.961,0.008,-0.9112
2875,0.137037037037037,0.8629629629629629,0.027,0.951,0.022,0.3094
2876,-0.1,0.1,0.027,0.968,0.005,-0.9463
2877,0.0,0.0,0.019,0.981,0.0,-0.8807
2878,-0.24444444444444446,0.37777777777777777,0.032,0.966,0.002,-0.9866
2879,-0.1929824561403508,0.4850877192982455,0.035,0.951,0.014,-0.9923
288,0.0,1.0,0.023,0.965,0.012,-0.5423
2880,0.29583333333333334,0.4944444444444445,0.047,0.948,0.005,-0.9853
2881,0.4666666666666666,0.6,0.035,0.958,0.008,-0.9661
2882,0.0,0.0,0.04,0.96,0.0,-0.4939
2883,0.010714285714285716,0.31428571428571433,0.021,0.974,0.005,-0.9652
2884,0.0375,0.45,0.031,0.956,0.013,-0.8357
2885,-0.075,0.6583333333333333,0.039,0.955,0.006,-0.9929
2886,0.5,0.45,0.037,0.944,0.019,-0.8096
2887,0.0,0.0,0.055,0.945,0.0,-0.9828
2888,0.1875,0.9416666666666668,0.057,0.928,0.015,-0.9428
2889,0.028571428571428574,0.042857142857142864,0.014,0.981,0.005,-0.909
289,0.0,0.0,0.021,0.979,0.0,-0.5267
2890,0.1,0.1,0.027,0.973,0.0,-0.9423
2891,-0.15000000000000002,0.3875,0.029,0.965,0.006,-0.8689
2892,0.08,0.65,0.024,0.964,0.011,-0.9523
2893,0.36666666666666664,0.8333333333333334,0.024,0.959,0.017,-0.5162
2894,0.0,0.0,0.026,0.974,0.0,-0.9661
2895,0.0,0.0,0.03,0.946,0.024,-0.2105
2896,0.36444444444444446,0.7922222222222224,0.036,0.928,0.035,0.8481
2897,-0.20000000000000004,0.4256410256410256,0.026,0.967,0.007,-0.9314
2898,0.05,0.5125,0.011,0.989,0.0,-0.7783
2899,0.4958333333333333,0.8500000000000001,0.032,0.955,0.012,-0.9713
29,-0.4125,0.9,0.021,0.973,0.005,-0.9194
290,0.05000000000000002,0.6125,0.018,0.982,0.0,-0.9545
2900,0.0,0.6,0.03,0.934,0.036,0.7689
2901,0.025,0.5,0.027,0.955,0.018,-0.6881
2902,-0.15,0.85,0.016,0.977,0.006,-0.8708
2903,0.17777777777777778,0.3833333333333333,0.01,0.99,0.0,-0.6808
2904,0.009999999999999986,0.6599999999999999,0.024,0.976,0.0,-0.9902
2905,0.075,0.49166666666666664,0.018,0.974,0.008,-0.886
2906,0.03333333333333333,0.06666666666666667,0.029,0.971,0.0,-0.9538
2907,0.0,0.07692307692307693,0.021,0.979,0.0,-0.8807
2908,0.32333333333333336,0.5133333333333333,0.024,0.968,0.008,-0.9379
2909,0.0,0.0,0.023,0.962,0.015,-0.428
291,0.0,0.0,0.038,0.946,0.016,-0.7157
2910,0.0,0.25,0.032,0.962,0.006,-0.9403
2911,0.08333333333333333,0.6666666666666666,0.028,0.97,0.002,-0.9772
2912,0.013651529947916657,0.4708333333333333,0.026,0.969,0.005,-0.9851
2913,0.0,0.0,0.018,0.975,0.006,-0.5672
2914,0.0,0.0,0.028,0.972,0.0,-0.7783
2915,0.35,0.575,0.04,0.949,0.011,-0.9776
2916,0.0,0.0,0.032,0.959,0.009,-0.9081
2917,0.1111111111111111,0.8888888888888888,0.024,0.964,0.012,-0.9034
2918,0.7875,0.9,0.021,0.971,0.008,-0.7991
2919,0.0,0.75,0.014,0.982,0.004,-0.5994
292,0.3333333333333333,0.6666666666666666,0.081,0.895,0.024,-0.743
2920,0.0,0.0,0.044,0.956,0.0,-0.9413
2921,0.05,0.7,0.012,0.976,0.013,-0.0516
2922,0.24444444444444444,0.5722222222222223,0.014,0.977,0.009,-0.5958
2923,0.0,0.0,0.024,0.968,0.008,-0.8636
2924,-0.8,1.0,0.013,0.973,0.014,0.1179
2925,0.0,0.0,0.02,0.98,0.0,-0.6808
2926,0.7,0.9,0.01,0.967,0.023,0.7297
2927,0.0,0.0,0.034,0.954,0.012,-0.8002
2928,0.7,0.9,0.027,0.95,0.023,0.1426
2929,0.14305555555555557,0.3902777777777778,0.027,0.939,0.035,0.8342
293,0.06875000000000003,0.6375,0.02,0.968,0.012,-0.8703
2930,0.0,0.0,0.018,0.98,0.001,-0.8875
2931,0.31562500000000004,0.6208333333333335,0.011,0.987,0.002,-0.7712
2932,0.0,0.0,0.024,0.956,0.02,-0.1923
2933,-0.3791666666666667,0.5333333333333333,0.003,0.992,0.005,0.2481
2934,0.3,0.575,0.024,0.963,0.013,-0.6239
2935,0.06904761904761905,0.40238095238095245,0.02,0.973,0.007,-0.8328
2936,0.03000000000000001,0.5,0.038,0.962,0.0,-0.9705
2937,0.0,0.0,0.052,0.943,0.005,-0.9565
2938,0.0,0.0,0.038,0.957,0.005,-0.9571
2939,-0.4800000000000001,0.75,0.033,0.955,0.011,-0.9393
294,0.14166666666666666,0.18333333333333335,0.023,0.973,0.004,-0.9946
2940,0.0,0.75,0.033,0.962,0.005,-0.913
2941,0.1484848484848485,0.40527065527065526,0.02,0.967,0.013,-0.7236
2942,0.0,0.125,0.026,0.97,0.004,-0.973
2943,-0.8,1.0,0.041,0.944,0.014,-0.9536
2944,0.05714285714285715,0.7285714285714286,0.018,0.977,0.005,-0.9633
2945,0.1,0.65,0.035,0.962,0.003,-0.9571
2946,0.0,0.5833333333333334,0.018,0.981,0.002,-0.9314
2947,0.1,0.15000000000000002,0.017,0.983,0.0,-0.9274
2948,0.0,1.0,0.017,0.98,0.003,-0.9129
2949,-0.8,1.0,0.019,0.978,0.003,-0.9502
295,0.1,0.35000000000000003,0.018,0.972,0.01,-0.7351
2950,-0.09583333333333334,0.2583333333333333,0.029,0.965,0.006,-0.9554
2951,0.22878787878787876,0.6515151515151515,0.022,0.963,0.016,-0.5152
2952,0.0,0.0,0.032,0.964,0.004,-0.9429
2953,0.07777777777777778,0.4333333333333334,0.022,0.976,0.002,-0.9705
2954,0.011111111111111112,0.6055555555555555,0.035,0.962,0.003,-0.9715
2955,0.05,1.0,0.013,0.987,0.0,-0.7783
2956,0.2722222222222222,0.5777777777777778,0.025,0.967,0.008,-0.9524
2957,0.0,0.0,0.02,0.965,0.016,0.3029
2958,-0.26666666666666666,0.8333333333333334,0.032,0.963,0.004,-0.9201
2959,0.0,0.0,0.018,0.967,0.014,-0.1027
296,0.0,0.0,0.004,0.934,0.062,0.9798
2960,0.05000000000000002,0.5,0.043,0.957,0.0,-0.9718
2961,0.05,0.7,0.028,0.962,0.01,-0.9349
2962,-0.8,1.0,0.02,0.965,0.015,-0.6131
2963,0.0,0.0,0.027,0.973,0.0,-0.9325
2964,-0.8,1.0,0.048,0.942,0.011,-0.9187
2965,0.0,1.0,0.039,0.949,0.012,-0.9448
2966,0.05555555555555556,0.14444444444444443,0.031,0.963,0.006,-0.9857
2967,0.7,0.9,0.026,0.965,0.01,-0.8764
2968,0.025,0.4625,0.012,0.97,0.018,0.8506
2969,-0.8,1.0,0.023,0.962,0.014,-0.5525
297,-0.17142857142857146,0.23571428571428574,0.051,0.94,0.008,-0.992
2970,0.33888888888888885,0.838888888888889,0.026,0.968,0.006,-0.9726
2971,0.037500000000000006,0.225,0.026,0.969,0.005,-0.9873
2972,0.0,0.0,0.041,0.949,0.01,-0.986
2973,0.026666666666666637,0.6833333333333333,0.031,0.961,0.007,-0.9773
2974,0.49375,0.95,0.048,0.941,0.011,-0.9752
2975,0.0,0.25,0.036,0.963,0.001,-0.9962
2976,-0.10000000000000002,0.3166666666666667,0.027,0.964,0.008,-0.8407
2977,0.059375,0.35625,0.071,0.921,0.008,-0.9941
2978,-0.05833333333333334,0.5499999999999999,0.031,0.969,0.0,-0.9955
2979,0.0,0.0,0.038,0.956,0.006,-0.985
298,0.2333333333333333,0.39999999999999997,0.018,0.976,0.006,-0.6369
2980,-0.06666666666666667,0.4166666666666667,0.053,0.947,0.0,-0.9888
2981,-0.275,0.65,0.024,0.976,0.0,-0.9517
2982,0.0,0.125,0.035,0.96,0.005,-0.9556
2983,0.13999999999999999,0.4953846153846154,0.021,0.964,0.016,-0.2344
2984,-0.33888888888888896,0.6555555555555556,0.024,0.973,0.003,-0.9827
2985,0.0,0.0,0.046,0.954,0.0,-0.8541
2986,0.0,0.0,0.016,0.981,0.003,-0.8689
2987,-0.1,0.2785714285714286,0.016,0.978,0.006,-0.8118
2988,0.275,0.75,0.034,0.96,0.006,-0.9834
2989,-0.025000000000000022,0.61,0.025,0.963,0.012,-0.9201
299,0.7,0.9,0.029,0.929,0.042,0.4588
2990,0.05625,0.36250000000000004,0.044,0.946,0.01,-0.9739
2991,0.07407407407407407,0.4425925925925926,0.032,0.944,0.024,-0.8548
2992,-0.3444444444444445,0.7527777777777778,0.021,0.978,0.002,-0.9909
2993,0.0,0.0,0.017,0.977,0.006,-0.93
2994,0.05,1.0,0.033,0.958,0.009,-0.9146
2995,0.18333333333333335,0.31666666666666665,0.03,0.959,0.011,-0.8629
2996,0.1431818181818182,0.7272727272727273,0.024,0.967,0.009,-0.98
2997,0.2111111111111111,0.35555555555555557,0.019,0.975,0.006,-0.8481
2998,0.1571428571428571,0.5976190476190476,0.016,0.98,0.005,-0.6597
2999,0.0,0.0,0.027,0.973,0.0,-0.9274
3,0.0,0.0,0.043,0.957,0.0,-0.7783
30,0.125,0.25,0.02,0.966,0.013,-0.4883
300,0.0078125,0.0625,0.023,0.97,0.007,-0.9069
3000,0.05000000000000002,0.5,0.068,0.929,0.003,-0.9849
3001,0.0,0.0,0.031,0.961,0.008,-0.8979
3002,0.08058712121212121,0.49640151515151515,0.012,0.979,0.008,-0.3094
3003,0.0,0.07692307692307693,0.007,0.993,0.0,-0.5267
3004,0.016666666666666666,1.0,0.036,0.952,0.012,-0.9097
3005,0.0,0.0,0.025,0.975,0.0,-0.8402
3006,0.07916666666666666,0.42083333333333334,0.023,0.974,0.003,-0.9862
3007,0.2611111111111111,0.5388888888888889,0.018,0.977,0.005,-0.7351
