,TextBlob Polarity,TextBlob Subjectivity,VADER negative,VADER neutral,VADER positive,VADER compound
1856,0.0,1.0,0.017,0.96,0.023,0.1779
1857,0.0,0.0,0.012,0.988,0.0,-0.4184
1858,0.0,0.0,0.112,0.888,0.0,-0.3412
1859,0.0,0.0,0.062,0.938,0.0,-0.6103
186,0.0,0.0,0.008,0.985,0.007,-0.0516
1860,0.0,0.0,0.011,0.989,0.0,-0.296
1861,0.0,0.0,0.0,1.0,0.0,0.0
1862,0.0,0.0,0.066,0.934,0.0,-0.6808
1863,0.0,0.0,0.012,0.988,0.0,-0.6808
1864,0.0,0.0,0.049,0.951,0.0,-0.4184
1865,0.0,0.75,0.027,0.973,0.0,-0.6103
1866,0.0,0.0,0.018,0.951,0.031,0.3907
1867,0.0,0.0,0.061,0.939,0.0,-0.8118
1868,0.1,0.5,0.0,1.0,0.0,0.0
1869,0.0,0.0,0.016,0.984,0.0,-0.296
187,0.0,0.0,0.018,0.982,0.0,-0.6458
1870,0.0,0.0,0.054,0.946,0.0,-0.6808
1871,0.0,0.0,0.036,0.964,0.0,-0.798
1872,0.0,0.0,0.059,0.941,0.0,-0.3595
1873,0.0,0.0,0.007,0.977,0.016,0.6169
1874,0.0,0.0,0.033,0.955,0.012,-0.4912
1875,0.0,0.0,0.0,1.0,0.0,0.0
1876,0.0,0.0,0.0,1.0,0.0,0.0
1877,0.05,1.0,0.0,1.0,0.0,0.0
1878,0.0,0.0,0.0,1.0,0.0,0.0
1879,0.0,0.0,0.115,0.885,0.0,-0.6808
188,0.06666666666666667,0.48854166666666665,0.048,0.942,0.01,-0.9009
1880,0.0,0.0,0.0,0.961,0.039,0.4019
1881,0.0,0.0,0.043,0.957,0.0,-0.9062
1882,0.078125,1.0,0.0,1.0,0.0,0.0
1883,0.0,0.0,0.072,0.928,0.0,-0.7783
1884,0.0,0.0,0.0,1.0,0.0,0.0
1885,0.0,1.0,0.0,1.0,0.0,0.0
1886,0.0,0.75,0.0,1.0,0.0,0.0
1887,0.0,0.0,0.075,0.925,0.0,-0.5423
1888,0.0,0.0,0.0,1.0,0.0,0.0
1889,0.0,0.0,0.0,1.0,0.0,0.0
189,0.0,1.0,0.013,0.987,0.0,-0.5423
1890,0.0,0.0,0.0,1.0,0.0,0.0
1891,0.0,0.0,0.068,0.932,0.0,-0.4724
1892,0.016666666666666677,0.2833333333333333,0.05,0.94,0.01,-0.7906
1893,0.0,0.0,0.0,1.0,0.0,0.0
1894,0.0,0.0,0.0,1.0,0.0,0.0
1895,0.0,0.0,0.048,0.935,0.017,-0.6808
1896,0.0,0.0,0.033,0.967,0.0,-0.4184
1897,0.0,0.0,0.0,1.0,0.0,0.0
1898,0.0909090909090909,0.6666666666666666,0.082,0.918,0.0,-0.9068
1899,0.0,0.0,0.015,0.985,0.0,-0.296
19,0.0,0.5,0.034,0.966,0.0,-0.8807
190,0.0,0.0,0.009,0.961,0.03,0.7351
1900,0.0,1.0,0.029,0.95,0.021,-0.0688
1901,0.05,1.0,0.013,0.987,0.0,-0.296
1902,0.03333333333333333,0.06666666666666667,0.02,0.98,0.0,-0.296
1903,0.0,0.0,0.037,0.963,0.0,-0.6166
1904,0.0,0.0,0.047,0.953,0.0,-0.5267
1905,0.0,0.0,0.041,0.959,0.0,-0.5267
1906,0.16666666666666666,0.3333333333333333,0.03,0.97,0.0,-0.6553
1907,0.0,0.0,0.018,0.913,0.069,0.7574
1908,0.0,0.0,0.0,1.0,0.0,0.0
1909,0.0,0.0,0.0,0.97,0.03,0.5859
191,-0.30000000000000004,0.95,0.026,0.974,0.0,-0.7783
1910,0.0,0.0,0.024,0.926,0.05,0.5349
1911,-0.1875,0.5,0.021,0.979,0.0,-0.3595
1912,0.0,0.0,0.022,0.978,0.0,-0.5324
1913,0.0,0.0,0.044,0.956,0.0,-0.296
1914,0.0,0.0,0.014,0.986,0.0,-0.296
1915,0.0,0.0,0.0,1.0,0.0,0.0
1916,0.0,0.0,0.0,1.0,0.0,0.0
1917,0.0,0.0,0.034,0.966,0.0,-0.7906
1918,0.0,0.0,0.056,0.944,0.0,-0.7906
1919,-0.4,0.55,0.049,0.951,0.0,-0.8481
192,0.20000000000000004,0.20000000000000004,0.0,0.978,0.022,0.3612
1920,0.0,0.0,0.021,0.979,0.0,-0.4184
1921,0.0,0.0,0.029,0.948,0.023,-0.128
1922,0.0,0.0,0.0,1.0,0.0,0.0
1923,0.0,0.0,0.0,1.0,0.0,0.0
1924,0.0,0.0,0.0,1.0,0.0,0.0
1925,-0.8,1.0,0.009,0.991,0.0,-0.296
1926,0.0,0.0,0.017,0.983,0.0,-0.296
1927,0.0,0.0,0.0,1.0,0.0,0.0
1928,0.0,0.0,0.054,0.946,0.0,-0.7845
1929,0.0,0.0,0.015,0.985,0.0,-0.3595
193,0.05,0.07500000000000001,0.019,0.981,0.0,-0.5267
1930,0.0,0.0,0.0,1.0,0.0,0.0
1931,0.0,0.375,0.022,0.978,0.0,-0.7149
1932,0.0,0.0,0.063,0.937,0.0,-0.7783
1933,0.0,1.0,0.038,0.962,0.0,-0.901
1934,0.0,0.0,0.014,0.98,0.006,-0.7527
1935,0.0,0.0,0.027,0.973,0.0,-0.686
1936,0.0,0.0,0.085,0.915,0.0,-0.8807
1937,0.0,0.0,0.087,0.913,0.0,-0.8402
1938,0.0,0.0,0.04,0.96,0.0,-0.69
1939,-0.78125,0.55,0.06,0.94,0.0,-0.826
194,0.03125,0.375,0.013,0.987,0.0,-0.5267
1940,0.0,0.0,0.042,0.958,0.0,-0.5707
1941,-0.12812500000000002,0.4666666666666666,0.051,0.928,0.021,-0.5696
1942,0.0,0.0,0.06,0.94,0.0,-0.9456
1943,0.0,0.0,0.064,0.936,0.0,-0.8976
1944,0.26041666666666663,0.3333333333333333,0.079,0.921,0.0,-0.8306
1945,0.0,0.75,0.015,0.985,0.0,-0.5216
1946,0.0,0.0,0.03,0.97,0.0,-0.296
1947,0.0,1.0,0.016,0.984,0.0,-0.296
1948,0.0,0.5833333333333334,0.022,0.978,0.0,-0.4184
1949,0.05,1.0,0.024,0.976,0.0,-0.6808
195,0.0,0.75,0.02,0.98,0.0,-0.6808
1950,0.0,0.0,0.019,0.981,0.0,-0.5267
1951,0.042708333333333334,0.06666666666666667,0.031,0.953,0.016,-0.3867
1952,0.0,0.0,0.036,0.951,0.013,-0.5764
1953,0.0,0.0,0.015,0.985,0.0,-0.3595
1954,0.03333333333333333,0.06666666666666667,0.063,0.937,0.0,-0.8525
1955,0.0,0.0,0.04,0.96,0.0,-0.8402
1956,0.0,0.0,0.045,0.955,0.0,-0.8807
1957,0.0,0.0,0.045,0.955,0.0,-0.296
1958,0.07500000000000001,0.5,0.008,0.962,0.03,0.7096
1959,0.0,0.0,0.012,0.988,0.0,-0.296
196,0.0,0.0,0.033,0.967,0.0,-0.8619
1960,0.0,0.0,0.037,0.963,0.0,-0.4724
1961,0.0,0.0,0.0,1.0,0.0,0.0
1962,0.05000000000000002,0.5,0.039,0.961,0.0,-0.296
1963,0.0,0.0,0.019,0.981,0.0,-0.4184
1964,0.0,0.0,0.0,1.0,0.0,0.0
1965,0.0,0.2,0.048,0.952,0.0,-0.753
1966,0.0,0.0,0.019,0.967,0.014,-0.128
1967,0.016666666666666666,0.03333333333333333,0.012,0.981,0.007,-0.1531
1968,0.0,0.0,0.0,1.0,0.0,0.0
1969,0.0,0.0,0.0,0.962,0.038,0.6825
197,0.4404761904761905,0.6547619047619049,0.008,0.985,0.007,-0.0803
1970,0.0,0.0,0.0,1.0,0.0,0.0
1971,0.05,1.0,0.005,0.995,0.0,-0.296
1972,0.0,0.0,0.029,0.959,0.012,-0.6083
1973,0.0,1.0,0.022,0.978,0.0,-0.6808
1974,0.0,0.0,0.032,0.964,0.004,-0.8225
1975,0.0,0.0,0.016,0.984,0.0,-0.296
1976,0.0,0.0,0.0,0.964,0.036,0.6825
1977,0.0,0.0,0.041,0.959,0.0,-0.7998
1978,0.0,0.1,0.021,0.973,0.006,-0.5093
1979,0.0,0.0,0.0,1.0,0.0,0.0
198,0.0,0.0,0.0,1.0,0.0,0.0
1980,0.0,0.0,0.013,0.97,0.017,-0.1027
1981,0.25,0.5,0.025,0.975,0.0,-0.5267
1982,0.0,0.0,0.0,1.0,0.0,0.0
1983,0.0,0.0,0.028,0.972,0.0,-0.296
1984,0.0,0.0,0.012,0.988,0.0,-0.5423
1985,0.0,0.0,0.028,0.972,0.0,-0.296
1986,0.0,0.0,0.038,0.962,0.0,-0.5707
1987,0.0,0.0,0.009,0.991,0.0,-0.5859
1988,0.0,0.0,0.016,0.984,0.0,-0.296
1989,0.13636363636363635,0.45454545454545453,0.022,0.978,0.0,-0.296
199,0.0,0.0,0.0,1.0,0.0,0.0
1990,0.0,0.0,0.052,0.933,0.016,-0.5574
1991,0.0,0.0,0.0,0.96,0.04,0.798
1992,0.2,0.30000000000000004,0.014,0.986,0.0,-0.296
1993,0.0,0.0,0.0,1.0,0.0,0.0
1994,0.0,0.0,0.026,0.974,0.0,-0.296
1995,0.08125,0.7,0.02,0.955,0.025,0.1511
1996,0.0,0.0,0.0,0.97,0.03,0.4574
1997,0.0,0.0,0.039,0.961,0.0,-0.717
1998,0.0,0.0,0.019,0.97,0.011,-0.1677
1999,0.03333333333333333,0.06666666666666667,0.0,1.0,0.0,0.0
2,0.0,0.0,0.037,0.963,0.0,-0.8516
20,0.0,1.0,0.027,0.966,0.006,-0.8126
200,0.0,0.0,0.009,0.991,0.0,-0.296
2000,0.0,0.1,0.039,0.961,0.0,-0.6476
2001,-0.75,1.0,0.026,0.974,0.0,-0.296
2002,0.0,0.0,0.009,0.991,0.0,-0.296
2003,0.0,0.0,0.0,1.0,0.0,0.0
2004,0.0,0.0,0.0,1.0,0.0,0.0
2005,0.0,0.0,0.038,0.962,0.0,-0.802
2006,0.0,0.0,0.032,0.968,0.0,-0.5759
2007,0.0,0.0,0.0,1.0,0.0,0.0
2008,0.0,0.0,0.024,0.976,0.0,-0.5267
2009,0.0,0.0,0.0,1.0,0.0,0.0
201,0.0,0.0,0.038,0.932,0.031,-0.0516
2010,0.0,0.0,0.03,0.97,0.0,-0.6553
2011,0.0,0.0,0.022,0.978,0.0,-0.4939
2012,0.0,1.0,0.0,1.0,0.0,0.0
2013,0.03333333333333333,0.06666666666666667,0.015,0.985,0.0,-0.4184
2014,0.0,0.0,0.077,0.923,0.0,-0.872
2015,0.5,1.0,0.0,0.983,0.017,0.4404
2016,0.0,0.0,0.038,0.962,0.0,-0.5267
2017,0.0,0.0,0.0,0.985,0.015,0.3818
2018,0.0,0.0,0.02,0.948,0.032,0.3296
2019,0.0,0.0,0.052,0.948,0.0,-0.7783
202,0.0,0.0,0.07,0.93,0.0,-0.8602
2020,0.0,0.0,0.032,0.968,0.0,-0.3595
2021,0.03333333333333333,0.06666666666666667,0.039,0.961,0.0,-0.6597
2022,0.03333333333333333,0.06666666666666667,0.026,0.974,0.0,-0.296
2023,0.0,0.0,0.04,0.96,0.0,-0.8729
2024,0.0,0.0,0.041,0.946,0.014,-0.5875
2025,0.0,0.0,0.01,0.99,0.0,-0.296
2026,0.0,1.0,0.0,1.0,0.0,0.0
2027,0.0,0.0,0.083,0.917,0.0,-0.837
2028,0.0,0.0,0.054,0.946,0.0,-0.7339
2029,0.0,0.0,0.0,1.0,0.0,0.0
203,0.0,0.0,0.028,0.961,0.011,-0.4019
2030,0.0,0.0,0.0,1.0,0.0,0.0
2031,0.6,0.9,0.014,0.966,0.02,0.2406
2032,0.0,1.0,0.019,0.981,0.0,-0.5106
2033,0.0,0.0,0.029,0.971,0.0,-0.296
2034,0.0,0.0,0.0,1.0,0.0,0.0
2035,0.4333333333333333,0.6166666666666667,0.008,0.978,0.014,0.3612
2036,0.1,0.4,0.074,0.912,0.014,-0.8271
2037,0.0,0.75,0.017,0.983,0.0,-0.296
2038,0.0,0.0,0.013,0.987,0.0,-0.4184
2039,0.0,0.0,0.0,1.0,0.0,0.0
204,0.0,0.0,0.011,0.989,0.0,-0.296
2040,0.390625,1.0,0.039,0.945,0.016,-0.508
2041,0.0,0.0,0.039,0.961,0.0,-0.5267
2042,0.0,0.0,0.032,0.968,0.0,-0.4724
2043,0.0,0.0,0.043,0.957,0.0,-0.7877
2044,0.0,0.0,0.0,1.0,0.0,0.0
2045,0.78125,0.5,0.02,0.98,0.0,-0.4843
2046,0.0,0.0,0.08,0.92,0.0,-0.8525
2047,0.0,0.0,0.043,0.947,0.01,-0.7383
2048,0.0375,0.06666666666666667,0.009,0.985,0.006,-0.2254
2049,0.35,0.95,0.008,0.974,0.018,0.9316
205,0.0,0.75,0.012,0.988,0.0,-0.296
2050,0.0,0.0,0.0,1.0,0.0,0.0
2051,0.041666666666666664,0.06666666666666667,0.029,0.971,0.0,-0.3595
2052,-0.8,1.0,0.014,0.986,0.0,-0.296
2053,0.0,0.0,0.073,0.89,0.037,-0.3786
2054,0.0,0.0,0.0,1.0,0.0,0.0
2055,-0.1,0.1,0.022,0.978,0.0,-0.25
2056,0.0,0.0,0.0,1.0,0.0,0.0
2057,0.0,0.0,0.03,0.97,0.0,-0.296
2058,0.0,0.0,0.011,0.989,0.0,-0.3595
2059,0.0,0.0,0.016,0.984,0.0,-0.296
206,0.4,0.55,0.035,0.927,0.038,0.1531
2060,0.0,0.0,0.035,0.965,0.0,-0.296
2061,0.0,0.0,0.047,0.953,0.0,-0.6189
2062,0.0,0.0,0.019,0.981,0.0,-0.3736
2063,0.0,0.0,0.043,0.957,0.0,-0.5267
2064,0.13636363636363635,0.45454545454545453,0.0,1.0,0.0,0.0
2065,0.16666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0
2066,0.0,0.0,0.013,0.987,0.0,-0.296
2067,0.0,0.0,0.015,0.985,0.0,-0.3818
2068,0.0,0.0,0.049,0.923,0.028,-0.2023
2069,0.0,0.0,0.0,1.0,0.0,0.0
207,0.5,1.0,0.024,0.976,0.0,-0.5423
2070,0.0,0.0,0.0,0.958,0.042,0.6486
2071,0.0,0.0,0.053,0.947,0.0,-0.6808
2072,0.0,0.0,0.052,0.948,0.0,-0.5267
2073,0.0,0.0,0.0,1.0,0.0,0.0
2074,0.0,0.0,0.07,0.93,0.0,-0.7088
2075,0.0,0.0,0.025,0.975,0.0,-0.8402
2076,0.3,0.95,0.027,0.955,0.017,-0.1531
2077,0.0,0.0,0.045,0.955,0.0,-0.7762
2078,0.0,1.0,0.038,0.962,0.0,-0.5267
2079,0.0,0.0,0.013,0.987,0.0,-0.3595
208,0.0,0.0,0.011,0.989,0.0,-0.296
2080,0.0,0.0,0.027,0.973,0.0,-0.5267
2081,0.0,0.0,0.0,1.0,0.0,0.0
2082,-0.2333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0
2083,0.0,0.0,0.095,0.905,0.0,-0.6808
2084,0.0,0.0,0.014,0.986,0.0,-0.296
2085,0.0,0.0,0.0,1.0,0.0,0.0
2086,0.26666666666666666,0.45,0.0,1.0,0.0,0.0
2087,0.0,0.0,0.0,1.0,0.0,0.0
2088,0.0,0.0,0.044,0.956,0.0,-0.4184
2089,0.0,0.0,0.026,0.959,0.016,-0.1779
209,0.0,0.0,0.0,1.0,0.0,0.0
2090,0.0,0.0,0.046,0.933,0.022,-0.3542
2091,0.0,0.0,0.026,0.974,0.0,-0.5267
2092,0.0,0.0,0.019,0.981,0.0,-0.5053
2093,0.0,0.0,0.03,0.97,0.0,-0.5707
2094,0.0,0.0,0.049,0.951,0.0,-0.7611
2095,0.0,0.0,0.028,0.957,0.015,-0.2714
2096,0.16666666666666666,0.3333333333333333,0.021,0.979,0.0,-0.3595
2097,0.0,0.0,0.03,0.97,0.0,-0.296
2098,0.0,0.0,0.018,0.982,0.0,-0.6808
2099,0.0,0.0,0.045,0.955,0.0,-0.296
21,0.4,0.8,0.029,0.971,0.0,-0.5267
210,0.15,0.6499999999999999,0.0,1.0,0.0,0.0
2100,0.7,0.9,0.044,0.932,0.025,-0.4215
2101,-0.8,1.0,0.0,1.0,0.0,0.0
2102,0.0,0.0,0.042,0.958,0.0,-0.5267
2103,0.0,0.0,0.015,0.963,0.022,0.2481
2104,0.0,0.0,0.058,0.942,0.0,-0.6924
2105,0.0,0.0,0.014,0.986,0.0,-0.296
2106,0.0,0.0,0.059,0.941,0.0,-0.8807
2107,0.0,0.0,0.018,0.982,0.0,-0.296
2108,0.0,0.0,0.022,0.978,0.0,-0.296
2109,0.0,0.0,0.0,1.0,0.0,0.0
211,0.0,0.0,0.0,0.962,0.038,0.5719
2110,0.0,0.0,0.0,0.965,0.035,0.3612
2111,0.0,0.0,0.0,1.0,0.0,0.0
2112,0.0,0.0,0.024,0.976,0.0,-0.296
2113,0.2,0.30000000000000004,0.023,0.956,0.021,0.1613
2114,0.0,0.0,0.0,1.0,0.0,0.0
2115,0.0,0.0,0.0,1.0,0.0,0.0
2116,0.0,0.0,0.019,0.981,0.0,-0.3736
2117,0.0,0.0,0.025,0.975,0.0,-0.7149
2118,0.0,0.0,0.022,0.978,0.0,-0.296
2119,-0.475,1.0,0.022,0.971,0.007,-0.755
212,0.03333333333333333,0.06666666666666667,0.0,1.0,0.0,0.0
2120,0.0,0.0,0.042,0.958,0.0,-0.4184
2121,0.0,0.0,0.027,0.973,0.0,-0.5707
2122,0.0,0.0,0.0,1.0,0.0,0.0
2123,0.0,0.0,0.0,1.0,0.0,0.0
2124,0.0,0.0,0.028,0.972,0.0,-0.296
2125,0.0,0.0,0.0,1.0,0.0,0.0
2126,0.0,0.0,0.018,0.973,0.009,-0.2732
2127,0.0,0.75,0.042,0.958,0.0,-0.8619
2128,0.0,0.0,0.0,1.0,0.0,0.0
2129,0.0,0.0,0.028,0.972,0.0,-0.3595
213,0.0,0.0,0.045,0.942,0.012,-0.5859
2130,0.0,0.0,0.024,0.976,0.0,-0.296
2131,0.0,0.25,0.024,0.976,0.0,-0.3595
2132,0.0,0.0,0.017,0.983,0.0,-0.6169
2133,0.0,0.0,0.029,0.971,0.0,-0.5267
2134,0.0,0.0,0.0,1.0,0.0,0.0
2135,0.0,0.0,0.027,0.973,0.0,-0.4184
2136,0.0,0.0,0.028,0.972,0.0,-0.6808
2137,0.0,0.0,0.0,1.0,0.0,0.0
2138,0.06666666666666667,0.08333333333333334,0.0,1.0,0.0,0.0
2139,0.0,0.0,0.0,1.0,0.0,0.0
214,0.0,0.0,0.011,0.989,0.0,-0.296
2140,0.0,0.0,0.037,0.963,0.0,-0.5707
2141,0.0,0.0,0.0,1.0,0.0,0.0
2142,0.0,0.0,0.029,0.918,0.054,0.4389
2143,0.0,0.0,0.028,0.972,0.0,-0.296
2144,0.0,0.0,0.0,1.0,0.0,0.0
2145,0.0,0.0,0.0,1.0,0.0,0.0
2146,0.05000000000000002,0.5,0.016,0.955,0.03,0.25
2147,0.05,1.0,0.0,1.0,0.0,0.0
2148,0.0,0.0,0.0,1.0,0.0,0.0
2149,0.0,0.0,0.05,0.95,0.0,-0.5267
215,0.0,0.0,0.031,0.969,0.0,-0.3595
2150,0.0,0.0,0.0,1.0,0.0,0.0
2151,0.0,0.0,0.0,1.0,0.0,0.0
2152,0.0,0.375,0.021,0.979,0.0,-0.8943
2153,0.0,0.0,0.037,0.963,0.0,-0.5707
2154,0.0,0.0,0.018,0.982,0.0,-0.6239
2155,0.0,0.0,0.018,0.982,0.0,-0.296
2156,0.016666666666666666,0.03333333333333333,0.074,0.926,0.0,-0.886
2157,0.0,0.0,0.0,1.0,0.0,0.0
2158,0.0,0.0,0.012,0.988,0.0,-0.296
2159,0.0,0.0,0.028,0.972,0.0,-0.296
216,0.0,0.0,0.0,0.967,0.033,0.4926
2160,0.0,0.0,0.0,1.0,0.0,0.0
2161,0.48046875,0.75,0.0,0.95,0.05,0.6351
2162,0.03333333333333333,0.06666666666666667,0.018,0.982,0.0,-0.296
2163,0.0,0.0,0.069,0.931,0.0,-0.7783
2164,0.2,0.2,0.012,0.983,0.004,-0.4574
2165,0.0,0.0,0.0,1.0,0.0,0.0
2166,0.0,0.0,0.033,0.967,0.0,-0.5267
2167,0.0,0.0,0.051,0.949,0.0,-0.5803
2168,0.0,1.0,0.012,0.988,0.0,-0.296
2169,0.0,0.0,0.061,0.939,0.0,-0.5267
217,0.07500000000000001,0.55,0.0,1.0,0.0,0.0
2170,0.0,0.0,0.024,0.976,0.0,-0.296
2171,-1.0,1.0,0.078,0.922,0.0,-0.8834
2172,0.0,0.0,0.014,0.986,0.0,-0.3595
2173,0.0,0.0,0.0,1.0,0.0,0.0
2174,0.0,0.0,0.0,0.983,0.017,0.2462
2175,0.0,0.5,0.0,1.0,0.0,0.0
2176,0.0,0.0,0.033,0.967,0.0,-0.5267
2177,0.0,1.0,0.075,0.925,0.0,-0.9151
2178,0.0,0.0,0.0,0.964,0.036,0.5399
2179,0.0,0.0,0.0,0.946,0.054,0.6209
218,0.0,1.0,0.018,0.982,0.0,-0.296
2180,0.0,0.0,0.0,1.0,0.0,0.0
2181,0.0,0.0,0.028,0.972,0.0,-0.296
2182,0.0,0.0,0.033,0.936,0.03,0.1531
2183,0.0,0.0,0.023,0.977,0.0,-0.296
2184,0.0,0.0,0.018,0.982,0.0,-0.3595
2185,-0.15000000000000002,0.4625,0.012,0.988,0.0,-0.3595
2186,0.0,0.0,0.039,0.961,0.0,-0.5707
2187,0.0,0.0,0.053,0.947,0.0,-0.6808
2188,0.0,0.0,0.058,0.942,0.0,-0.8442
2189,0.0,0.0,0.0,1.0,0.0,0.0
219,0.0,0.0,0.0,1.0,0.0,0.0
2190,0.0,0.0,0.0,1.0,0.0,0.0
2191,0.0,1.0,0.019,0.974,0.008,-0.4222
2192,0.0,0.0,0.0,1.0,0.0,0.0
2193,0.0,0.0,0.007,0.993,0.0,-0.296
2194,0.0,0.0,0.0,1.0,0.0,0.0
2195,0.0,0.0,0.0,1.0,0.0,0.0
2196,0.0,0.0,0.05,0.95,0.0,-0.4724
2197,0.6,0.9,0.0,0.969,0.031,0.765
2198,0.0,0.0,0.017,0.894,0.089,0.8655
2199,0.0,0.0,0.044,0.956,0.0,-0.8283
22,0.012500000000000004,0.45,0.023,0.963,0.013,-0.3612
220,0.0,0.0,0.016,0.984,0.0,-0.3818
2200,0.0,0.0,0.012,0.988,0.0,-0.4184
2201,0.0,0.0,0.033,0.967,0.0,-0.3595
2202,-0.8,1.0,0.024,0.976,0.0,-0.4939
2203,0.0,0.0,0.029,0.971,0.0,-0.3595
2204,-0.5,0.55,0.049,0.951,0.0,-0.8118
2205,0.0,0.0,0.026,0.974,0.0,-0.4389
2206,-0.1953125,0.1,0.023,0.977,0.0,-0.4359
2207,0.0,0.0,0.033,0.967,0.0,-0.296
2208,0.75,0.9,0.0,0.974,0.026,0.4753
2209,0.0,0.0,0.093,0.907,0.0,-0.9191
221,0.0,0.1,0.026,0.974,0.0,-0.5267
2210,0.0,0.0,0.0,1.0,0.0,0.0
2211,0.0,0.0,0.0,1.0,0.0,0.0
2212,0.0,0.0,0.014,0.986,0.0,-0.296
2213,0.0,0.0,0.037,0.963,0.0,-0.5267
2214,0.0,0.0,0.056,0.944,0.0,-0.5267
2215,0.0,0.0,0.083,0.917,0.0,-0.8324
2216,0.0,0.0,0.025,0.975,0.0,-0.5216
2217,0.0,0.0,0.023,0.977,0.0,-0.5267
2218,0.0,0.0,0.022,0.978,0.0,-0.457
2219,0.0,1.0,0.0,1.0,0.0,0.0
222,0.0,0.0,0.028,0.972,0.0,-0.3818
2220,0.26666666666666666,0.5333333333333333,0.014,0.962,0.024,0.3595
2221,0.0,0.0,0.016,0.975,0.01,-0.546
2222,0.0,0.0,0.0,1.0,0.0,0.0
2223,0.03125,0.5,0.0,1.0,0.0,0.0
2224,0.0,0.0,0.051,0.949,0.0,-0.7783
2225,0.0,0.0,0.016,0.964,0.021,0.1779
2226,0.0,0.0,0.058,0.942,0.0,-0.6808
2227,0.0,0.0,0.014,0.986,0.0,-0.25
2228,0.0,0.5,0.07,0.93,0.0,-0.9485
2229,0.0,0.0,0.024,0.976,0.0,-0.5267
223,0.0,0.0,0.0,1.0,0.0,0.0
2230,0.0,0.75,0.141,0.859,0.0,-0.8932
2231,0.0,0.0,0.045,0.955,0.0,-0.5267
2232,0.0,0.0,0.0,1.0,0.0,0.0
2233,0.0,0.0,0.033,0.967,0.0,-0.6289
2234,0.0,0.0,0.03,0.97,0.0,-0.4098
2235,0.0,0.0,0.0,1.0,0.0,0.0
2236,0.0,0.0,0.0,0.958,0.042,0.4404
2237,0.0,0.0,0.0,1.0,0.0,0.0
2238,0.0,0.0,0.064,0.936,0.0,-0.5848
2239,0.0,0.0,0.02,0.98,0.0,-0.5267
224,0.0,0.0,0.0,1.0,0.0,0.0
2240,0.0,0.0,0.0,1.0,0.0,0.0
2241,0.0,0.0,0.054,0.919,0.026,-0.4344
2242,0.0,0.0,0.039,0.961,0.0,-0.4278
2243,0.0,0.0,0.0,1.0,0.0,0.0
2244,0.0,0.0,0.0,1.0,0.0,0.0
2245,0.0,0.0,0.045,0.955,0.0,-0.855
2246,0.0,0.0,0.024,0.976,0.0,-0.296
2247,0.0,0.0,0.0,1.0,0.0,0.0
2248,0.0,0.0,0.026,0.939,0.034,0.1779
2249,0.0,0.0,0.0,1.0,0.0,0.0
225,0.0,0.0,0.026,0.974,0.0,-0.6808
2250,0.0,0.0,0.0,1.0,0.0,0.0
2251,0.0,0.0,0.111,0.889,0.0,-0.8529
2252,0.0,0.0,0.083,0.917,0.0,-0.7339
2253,0.0,0.0,0.0,1.0,0.0,0.0
2254,0.0,0.0,0.0,1.0,0.0,0.0
2255,0.0,0.0,0.0,1.0,0.0,0.0
2256,0.0,0.0,0.029,0.971,0.0,-0.3595
2257,0.0,0.0,0.031,0.969,0.0,-0.5216
2258,0.47812499999999997,0.8166666666666668,0.0,0.938,0.062,0.7339
2259,-0.8,1.0,0.026,0.941,0.034,0.1779
226,0.0,1.0,0.021,0.979,0.0,-0.296
2260,0.0,0.0,0.06,0.94,0.0,-0.6844
2261,0.0,0.0,0.0,1.0,0.0,0.0
2262,0.0,0.0,0.013,0.963,0.024,0.4344
2263,0.0,0.0,0.0,1.0,0.0,0.0
2264,0.0,0.25,0.047,0.953,0.0,-0.7783
2265,0.1,0.1,0.057,0.943,0.0,-0.6808
2266,0.0,0.0,0.048,0.952,0.0,-0.5707
2267,0.0,0.0,0.046,0.954,0.0,-0.5267
2268,0.05,1.0,0.082,0.918,0.0,-0.5267
2269,0.0,0.0,0.039,0.961,0.0,-0.5707
227,0.0,0.0,0.016,0.949,0.035,0.3612
2270,0.0,1.0,0.049,0.951,0.0,-0.6103
2271,0.0,0.0,0.043,0.957,0.0,-0.7959
2272,0.0,0.0,0.057,0.943,0.0,-0.8283
2273,0.0,0.0,0.036,0.964,0.0,-0.6808
2274,0.0,0.0,0.015,0.985,0.0,-0.296
2275,-0.8,1.0,0.013,0.987,0.0,-0.296
2276,0.0,0.25,0.015,0.985,0.0,-0.296
2277,0.0,0.0,0.02,0.98,0.0,-0.5707
2278,0.0,0.25,0.0,1.0,0.0,0.0
2279,0.0,0.0,0.027,0.973,0.0,-0.4184
228,0.25,0.3333333333333333,0.069,0.931,0.0,-0.8402
2280,0.0,0.0,0.069,0.931,0.0,-0.8118
2281,0.0,0.0,0.03,0.97,0.0,-0.784
2282,0.0,0.0,0.0,0.984,0.016,0.4926
2283,0.0,0.0,0.0,1.0,0.0,0.0
2284,0.0,0.25,0.021,0.979,0.0,-0.4843
2285,0.0,0.0,0.0,1.0,0.0,0.0
2286,0.0,0.0,0.0,0.96,0.04,0.3971
2287,0.0,0.0,0.098,0.902,0.0,-0.8829
2288,0.0,0.0,0.02,0.98,0.0,-0.296
