,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,ID,Veracity,Author,Link,Category,Date,Tokens,Words,Types,Links Inside,Words Uppercase,Verbs,Subjuntive\Imperative Verbs,Nouns,Adjectives,Adverbs,Modal Verbs,Singular\Second Personal Pronouns,Plural First Personal Pronouns,Pronouns,Pausality,Characters,Average Sentence Length,Average Word Length,Percentage of Spelling Errors,Emotiveness,Diversity
1821,1821,1821,1821,1821,2639,2639,true-meta-information," Fernando Granato / ESPECIAL PARA O ESTADO, O Estado de S.Paulo ","http://sao-paulo.estadao.com.br/noticias/geral,jeca-tatu-sobrevive-na-terra-de-monteiro-lobato,70002212697",politica,2018-04-03 00:00:00,961,800,464,None,0,121,1,234,44,44,7,0,0,63,3.09615,3718,15.3846,4.6475,0.0,0.247887,0.58
1822,1822,1822,1822,1822,264,264,true-meta-information,None,"http://internacional.estadao.com.br/noticias/geral,marcha-contra-terrorismo-lota-ruas-na-suecia,70001732892",tv_celebridades,2017-09-03 00:00:00,512,431,257,None,3,62,1,128,28,18,8,0,2,23,3.6818199999999996,2226,19.5909,5.1647300000000005,0.00232019,0.24210500000000001,0.596288
1823,1823,1823,1823,1823,2640,2640,true-meta-information," Carla Araújo, O Estado de S.Paulo ","http://politica.estadao.com.br/noticias/geral,nao-sou-candidato-diz-temer,70002201142",politica,2018-02-23 00:00:00,914,770,365,0,5,166,9,189,36,46,23,6,1,64,3.69231,3858,19.7436,5.01039,0.0,0.23098600000000002,0.474026
1824,1824,1824,1824,1824,2641,2641,true-meta-information," Por Camila Bomfim*, TV Globo e TV Bahia, Brasília e Salvador ",https://g1.globo.com/bahia/noticia/mpf-pede-prisao-preventiva-de-geddel-vieira-lima.ghtml,politica,2017-08-09 00:00:00,1798,1623,654,0,30,228,12,467,72,53,42,0,0,58,2.4647900000000003,7923,22.8592,4.8817,0.00616143,0.179856,0.402957
1825,1825,1825,1825,1825,2642,2642,true-meta-information, Por BBC ,https://g1.globo.com/ciencia-e-saude/noticia/o-estranho-caso-da-mulher-que-passou-a-ouvir-vozes-divinas-e-se-automutilou-por-causa-de-tumor-no-cerebro.ghtml,politica,2018-03-19 00:00:00,1631,1414,622,None,1,260,14,348,108,101,37,0,3,144,3.19118,7298,20.7941,5.16124,0.00353607,0.34375,0.439887
1826,1826,1826,1826,1826,2643,2643,true-meta-information," Por Fernanda Calgaro, G1, Brasília ",https://g1.globo.com/politica/operacao-lava-jato/noticia/ex-vice-da-caixa-reitera-a-justica-que-recebeu-de-cunha-propina-em-dinheiro.ghtml,tv_celebridades,2017-10-27 00:00:00,1023,882,389,0,9,160,6,237,30,34,19,9,0,72,3.20455,4198,20.0455,4.75964,0.00113379,0.161209,0.441043
1827,1827,1827,1827,1827,2644,2644,true-meta-information, Por BBC ,https://g1.globo.com/mundo/noticia/quais-as-consequencias-das-sancoes-dos-eua-para-a-economia-da-venezuela.ghtml,politica,2017-08-26 00:00:00,1524,1340,557,None,19,188,5,390,113,55,20,0,1,87,3.22807,6695,23.5088,4.99627,0.00223881,0.290657,0.41567200000000004
1828,1828,1828,1828,1828,2645,2645,true-meta-information, Maria Fernanda Rodrigues ,http://cultura.estadao.com.br/blogs/babel/ele-nao-tinha-o-direito-de-morrer-sem-me-ver-casada-e-feliz/,tv_celebridades,2018-08-03 00:00:00,2353,2040,757,0,3,518,16,336,62,156,62,118,4,368,1.71038,8598,11.1475,4.21471,0.0,0.255269,0.371078
1829,1829,1829,1829,1829,2646,2646,true-meta-information, Por G1 PA ,https://g1.globo.com/pa/para/noticia/mpf-entra-com-acoes-por-improbidade-contra-o-ex-prefeito-de-belem-duciomar-costa-pelo-desvio-de-mais-de-r-200-milhoes.ghtml,politica,2017-12-27 00:00:00,1116,1009,441,0,17,106,7,312,44,31,17,0,0,26,3.8214300000000003,5146,36.0357,5.1001,0.0,0.179426,0.437066
1830,1830,1830,1830,1830,2647,2647,true-meta-information," Por G1 PR, Curitiba ",https://g1.globo.com/pr/parana/noticia/politicos-sem-foro-delatados-por-ex-presidente-da-transpetro-serao-investigados-pela-pf-em-curitiba.ghtml,politica,2018-01-15 00:00:00,1351,1172,487,0,13,182,2,338,42,50,35,5,0,69,2.45205,5710,16.0548,4.8720099999999995,0.0008532419999999999,0.176923,0.415529
1831,1831,1831,1831,1831,2648,2648,true-meta-information," Por Carolina Dantas e Thais Kaniak, G1 SP e G1 PR, Curitiba ",https://g1.globo.com/pr/parana/noticia/nao-ha-um-uma-prova-afirma-advogado-de-lula-apos-ex-presidente-ser-interrogado-por-moro.ghtml,politica,2017-09-13 00:00:00,838,737,322,0,7,112,3,217,30,28,18,0,0,37,2.4634099999999997,3460,17.9756,4.69471,0.00542741,0.176292,0.436906
1832,1832,1832,1832,1832,2649,2649,true-meta-information," Por Gustavo Garcia, G1, Brasília ",https://g1.globo.com/politica/noticia/ferraco-entrega-relatorio-favoravel-a-reforma-trabalhista-na-cae.ghtml,politica,2017-05-23 00:00:00,688,600,302,None,20,103,2,199,21,20,18,0,0,18,2.83871,3106,19.3548,5.17667,0.0,0.135762,0.503333
1833,1833,1833,1833,1833,265,265,true-meta-information,None,http://g1.globo.com/jornal-nacional/noticia/2018/02/juiz-do-trf-de-brasilia-manda-devolver-passaporte-de-lula.html,politica,2017-02-02 00:00:00,229,216,123,None,1,41,3,63,7,5,6,0,0,6,1.625,1062,27.0,4.91667,0.0,0.11538499999999999,0.569444
1834,1834,1834,1834,1834,2650,2650,true-meta-information, Por G1 Piracicaba e Região ,https://g1.globo.com/sp/piracicaba-regiao/noticia/retrospectiva-2017-os-principais-fatos-do-ano-na-regiao-de-piracicaba.ghtml,sociedade_cotidiano,2017-12-31 00:00:00,1429,1231,582,0,20,188,19,373,35,41,23,0,0,47,2.75,5772,17.0972,4.68887,0.00649878,0.135472,0.472786
1835,1835,1835,1835,1835,2651,2651,true-meta-information," Por G1, Brasília ",https://g1.globo.com/politica/noticia/planalto-anuncia-nomeacao-de-torquato-jardim-para-ministerio-da-justica.ghtml,politica,2017-05-28 00:00:00,1140,1003,446,0,22,121,4,317,29,25,14,0,0,39,3.60526,4971,26.3947,4.95613,0.0,0.12328800000000001,0.444666
1836,1836,1836,1836,1836,2652,2652,true-meta-information," Por Guilherme Mazui, G1, Brasília ",https://g1.globo.com/politica/noticia/temer-diz-sentir-saudade-do-tempo-em-que-fazia-campanha-para-deputado.ghtml,politica,2018-03-16 00:00:00,577,512,262,0,3,84,0,152,29,15,13,4,0,27,1.91176,2602,15.0588,5.0820300000000005,0.00195312,0.186441,0.5117189999999999
1837,1837,1837,1837,1837,2653,2653,true-meta-information," Por Lucas Salomão, G1, Brasília ",https://g1.globo.com/politica/operacao-lava-jato/noticia/delator-diz-que-temer-pediu-r-10-milhoes-a-odebrecht-em-2014-no-jaburu.ghtml,politica,2016-09-12 00:00:00,2811,2416,762,0,15,359,12,704,79,100,29,3,0,124,3.69159,12042,22.5794,4.9842699999999995,0.00248344,0.168391,0.315397
1838,1838,1838,1838,1838,2654,2654,true-meta-information, Por G1 ,https://g1.globo.com/mundo/noticia/veja-a-repercussao-na-imprensa-internacional-da-manutencao-da-condenacao-de-lula-no-trf-4.ghtml,politica,2018-01-24 00:00:00,912,801,382,0,6,112,7,237,66,22,18,0,0,35,3.7,3886,26.7,4.85144,0.00124844,0.25214899999999996,0.476904
1839,1839,1839,1839,1839,2655,2655,true-meta-information," Por Laura de Las Casas e Gabriel Sales, BBC, Belo Horizonte ",https://g1.globo.com/minas-gerais/noticia/as-mulheres-que-comandam-uma-das-maiores-ocupacoes-urbanas-do-brasil.ghtml,tv_celebridades,2017-06-16 00:00:00,2476,2118,916,0,7,343,6,628,106,108,32,1,1,132,2.98333,10092,17.65,4.764869999999998,0.000472144,0.22039099999999998,0.432483
1840,1840,1840,1840,1840,2656,2656,true-meta-information," Por Daniel Silveira, G1 ",https://g1.globo.com/economia/negocios/noticia/rupturas-na-oferta-de-petroleo-e-reducao-da-demanda-criaram-novo-paradigma-diz-parente.ghtml,politica,2017-01-08 00:00:00,620,539,266,0,3,65,0,163,31,21,5,0,0,22,3.11538,2643,20.7308,4.903519999999999,0.0,0.22807,0.4935060000000001
1841,1841,1841,1841,1841,2657,2657,true-meta-information," Por Bernardo Caram, G1, Brasília ",https://g1.globo.com/politica/noticia/em-alegacoes-finais-ao-tse-dilma-nega-irregularidades-na-campanha-de-2014.ghtml,politica,2017-03-25 00:00:00,493,431,210,0,4,57,5,130,23,19,6,0,0,19,3.6470599999999997,2146,25.3529,4.97912,0.00232019,0.22459899999999997,0.48723900000000003
1842,1842,1842,1842,1842,2658,2658,true-meta-information," Jamil Chade, correspondente, O Estado de S. Paulo ","http://politica.estadao.com.br/noticias/geral,eua-monitoram-obras-da-odebrecht-no-exterior-e-apontam-sinais-de-corrupcao-,1729512",politica,2015-07-22 00:00:00,785,678,314,0,8,74,0,230,40,16,7,0,0,21,4.45833,3549,28.25,5.23451,0.0,0.18421099999999999,0.4631270000000001
1843,1843,1843,1843,1843,2659,2659,true-meta-information, O Estado de S.Paulo ,"http://internacional.estadao.com.br/noticias/geral,anistia-internacional-diz-que-discurso-de-odio-ameaca-direitos-humanos-em-todo-o-mundo,70001675199",politica,2017-02-22 00:00:00,1507,1303,608,None,18,146,0,386,120,50,16,0,1,66,4.43478,6925,28.3261,5.31466,0.00076746,0.31954899999999997,0.46661499999999995
1844,1844,1844,1844,1844,266,266,true-meta-information,None,https://g1.globo.com/bemestar/noticia/como-reconhecer-os-sinais-do-deficit-de-atencao.ghtml,tv_celebridades,2018-02-21 00:00:00,414,361,208,None,7,68,0,111,18,20,10,0,0,18,3.3125,1901,22.5625,5.26593,0.0,0.21229,0.576177
1845,1845,1845,1845,1845,2660,2660,true-meta-information, Por Jornal Hoje ,https://g1.globo.com/politica/noticia/procuradores-da-lava-jato-criticam-decisao-do-tse-de-absolver-chapa-dilma-temer.ghtml,politica,2017-10-06 00:00:00,809,686,331,0,13,107,4,199,29,33,10,1,3,57,3.5142900000000004,3347,19.6,4.87901,0.0,0.20261400000000002,0.48250699999999996
1846,1846,1846,1846,1846,2661,2661,true-meta-information, Por BBC ,https://g1.globo.com/mundo/noticia/postei-na-internet-um-anuncio-para-achar-um-homem-que-me-engravidasse-e-acabei-me-apaixonando.ghtml,politica,2018-01-22 00:00:00,1925,1636,664,0,2,366,22,354,71,117,25,33,1,196,2.51304,7737,14.2261,4.72922,0.00122249,0.26111100000000004,0.405868
1847,1847,1847,1847,1847,2662,2662,true-meta-information," Por Fantástico, Belo Horizonte ",https://g1.globo.com/minas-gerais/noticia/em-delacao-joesley-batista-diz-que-aecio-pediu-para-ele-comprar-imoveis-no-rio-e-em-bh-para-pagar-dividas.ghtml,politica,2017-05-28 00:00:00,1820,1536,589,0,17,240,6,439,61,64,31,12,2,97,2.1194,7040,11.4627,4.58333,0.000651042,0.184094,0.38346399999999997
1848,1848,1848,1848,1848,2663,2663,true-meta-information," Jamil Chade, correspondente, O Estado de S.Paulo ","http://economia.estadao.com.br/noticias/geral,paises-fazem-corrida-para-ficar-de-fora-da-lista-de-trump,70002221311",tv_celebridades,2018-09-03 00:00:00,439,392,218,0,8,75,6,113,20,9,13,0,0,16,2.0434799999999997,1926,17.0435,4.91327,0.0,0.154255,0.556122
1849,1849,1849,1849,1849,2664,2664,true-meta-information," Julia Lindner, O Estado de S.Paulo ","http://politica.estadao.com.br/noticias/geral,estudante-de-21-anos-protocola-decimo-pedido-de-impeachment-contra-janot,10000058688",politica,2016-06-22 00:00:00,684,588,320,0,8,75,3,190,33,22,12,0,0,14,3.69231,3079,22.6154,5.23639,0.00170068,0.20754699999999998,0.544218
1850,1850,1850,1850,1850,2665,2665,true-meta-information," Por Renan Ramalho, G1, Brasília ",https://g1.globo.com/politica/noticia/defesa-pede-para-stj-para-impedir-prisao-de-lula-apos-condenacao.ghtml,politica,2018-01-30 00:00:00,722,643,301,None,17,89,5,193,29,35,14,0,0,18,2.92593,3115,23.8148,4.84448,0.0,0.22695,0.46811800000000003
1851,1851,1851,1851,1851,2666,2666,true-meta-information, Julia Affonso e Ricardo Brandt ,http://politica.estadao.com.br/blogs/fausto-macedo/um-dos-mais-graves-atentados-contra-o-estado-diz-janot-sobre-pacto-juca-renan-sarney/,politica,2016-06-20 00:00:00,894,794,357,0,8,84,3,234,53,29,11,0,0,31,4.0,3944,31.76,4.96725,0.00125945,0.257862,0.449622
1852,1852,1852,1852,1852,2667,2667,true-meta-information, José Nêumanne ,http://politica.estadao.com.br/blogs/neumanne/tempestade-em-copo-dagua/,politica,2018-01-15 00:00:00,1612,1434,729,0,10,178,13,370,112,80,23,0,0,118,4.04545,6846,32.5909,4.7740599999999995,0.0013947,0.350365,0.508368
1853,1853,1853,1853,1853,2668,2668,true-meta-information, Por G1 ,https://g1.globo.com/politica/noticia/decisao-do-afastamento-do-senador-aecio-neves-veja-perguntas-e-respostas.ghtml,politica,2017-09-28 00:00:00,1045,908,371,None,20,129,8,283,39,32,20,0,0,30,2.91489,4322,19.3191,4.75991,0.0,0.17232999999999998,0.40859
1854,1854,1854,1854,1854,2669,2669,true-meta-information, Por TV Morena ,https://g1.globo.com/mato-grosso-do-sul/noticia/delatores-dizem-que-pagaram-r-150-milhoes-em-propinas-a-empresas-e-politicos-de-ms.ghtml,politica,2017-05-20 00:00:00,1306,1141,453,0,11,160,10,314,37,58,26,8,3,66,2.94643,5360,20.375,4.69763,0.0,0.200422,0.39702
1855,1855,1855,1855,1855,267,267,true-meta-information,None,https://g1.globo.com/pop-arte/noticia/zeze-di-camargo-diz-que-nao-houve-ditadura-no-brasil-viviamos-num-militarismo-vigiado.ghtml,tv_celebridades,2017-12-09 00:00:00,496,422,227,None,1,89,4,104,17,33,7,6,2,34,1.94737,1997,11.1053,4.73223,0.0,0.259067,0.5379149999999999
1856,1856,1856,1856,1856,2670,2670,true-meta-information," Neil MacFarquhar, The New York Times ","http://internacional.estadao.com.br/noticias/nytiw,exercito-da-juventude-lembra-a-era-sovietica,70002244603",politica,2018-03-29 00:00:00,969,831,439,None,5,129,3,228,59,39,16,1,1,55,3.0666700000000002,4027,18.4667,4.8459699999999994,0.00120337,0.27451,0.5282789999999999
1857,1857,1857,1857,1857,2671,2671,true-meta-information, Julia Affonso ,http://politica.estadao.com.br/blogs/fausto-macedo/defesa-quer-que-deputado-cumpra-pena-em-brasilia-para-exercer-mandato/,economia,2018-09-02 00:00:00,1177,1046,521,None,28,125,5,307,70,44,23,0,0,20,2.4717,5220,19.7358,4.99044,0.0009560230000000001,0.263889,0.49808800000000003
1858,1858,1858,1858,1858,2672,2672,true-meta-information, Por G1 ,https://g1.globo.com/agenda-do-dia/noticia/quinta-feira-5-de-outubro.ghtml,politica,2017-05-10 00:00:00,836,750,412,None,11,109,4,218,32,39,16,0,0,28,1.8297900000000002,3543,15.9574,4.724,0.00133333,0.217125,0.549333
1859,1859,1859,1859,1859,2673,2673,true-meta-information, José Nêumanne ,http://politica.estadao.com.br/blogs/neumanne/o-povo-que-se-dane-2/,politica,2017-04-10 00:00:00,2037,1808,817,0,26,249,12,511,105,101,24,0,2,111,3.3188400000000002,8708,26.2029,4.81637,0.00497788,0.27105300000000004,0.45188100000000003
1860,1860,1860,1860,1860,2674,2674,true-meta-information," Por Aline Pavaneli, G1 PR ",https://g1.globo.com/pr/parana/noticia/operacao-lava-jato-moro-determina-sequestro-de-us-5-milhoes-de-eduardo-cunha.ghtml,politica,2018-03-25 00:00:00,468,424,220,0,7,42,1,135,22,13,3,0,0,7,2.3157900000000002,2076,22.3158,4.89623,0.00235849,0.19774,0.518868
1861,1861,1861,1861,1861,2675,2675,true-meta-information," Isadora Peron e Gustavo Aguiar, de Brasília, Julia Affonso e Mateus Coutinho ",http://politica.estadao.com.br/blogs/fausto-macedo/janot-alertou-que-acordao-para-barrar-lava-jato-segue-sendo-costurado/,politica,2016-06-15 00:00:00,579,511,277,None,6,71,4,159,26,15,8,0,0,15,4.85714,2682,36.5,5.2485300000000015,0.00195695,0.178261,0.542074
1862,1862,1862,1862,1862,2676,2676,true-meta-information, Por G1 São Paulo ,https://g1.globo.com/sao-paulo/noticia/lula-diz-que-lava-jato-ja-tem-a-tese-pronta-e-eles-nao-querem-a-verdade.ghtml,politica,2017-05-05 00:00:00,628,561,255,0,0,108,6,124,19,32,18,14,0,63,1.97059,2492,16.5,4.442069999999998,0.0,0.21982800000000002,0.454545
1863,1863,1863,1863,1863,2677,2677,true-meta-information," Por Fernanda Calgaro, G1, Brasília ",https://g1.globo.com/politica/noticia/veja-o-que-disseram-parlamentares-apos-decisao-do-stf-sobre-medidas-cautelares.ghtml,politica,2017-11-10 00:00:00,784,661,296,None,13,105,3,181,41,30,14,9,0,44,3.23684,3171,17.3947,4.7972800000000015,0.0,0.248252,0.44780600000000004
1864,1864,1864,1864,1864,2678,2678,true-meta-information," Andreza Matais, Vera Rosa e Fausto Macedo ",http://politica.estadao.com.br/blogs/fausto-macedo/delcidio-fez-acordo-de-delacao-premiada/,politica,2016-03-03 00:00:00,1724,1517,668,0,27,198,5,472,43,46,18,4,0,86,3.13636,7572,22.9848,4.99143,0.00263678,0.13283599999999998,0.44034300000000004
1865,1865,1865,1865,1865,2679,2679,true-meta-information," Breno Pires, O Estado de S. Paulo ","http://brasil.estadao.com.br/noticias/geral,estados-so-usaram-3-7-da-verba-para-presidios,70002128440",politica,2017-12-22 00:00:00,2130,1861,675,0,5,276,1,530,65,90,53,2,0,87,2.8315799999999998,9090,19.5895,4.884469999999999,0.000537346,0.19230799999999998,0.362708
1866,1866,1866,1866,1866,268,268,true-meta-information," Por G1 PR, Curitiba ",https://g1.globo.com/pr/parana/noticia/moro-decide-soltar-o-ex-deputado-federal-candido-vacarezza.ghtml,tv_celebridades,2017-08-22 00:00:00,843,753,392,None,4,116,3,213,30,23,20,0,0,30,1.95652,3690,16.3696,4.9004,0.0,0.16109400000000001,0.520584
1867,1867,1867,1867,1867,2680,2680,true-meta-information," Jamil Chade, Correspondente / Genebra, O Estado de S. Paulo ","http://internacional.estadao.com.br/noticias/geral,siria-mergulha-em-nova-onda-de-violencia-alerta-onu,10000074337",politica,2016-06-09 00:00:00,1542,1342,572,None,15,229,4,397,70,55,45,0,0,61,2.8169,6797,18.9014,5.0648300000000015,0.00223547,0.199681,0.42623
1868,1868,1868,1868,1868,2681,2681,true-meta-information, Fausto Macedo e Julia Affonso ,http://politica.estadao.com.br/blogs/fausto-macedo/justica-suspende-atividades-do-instituto-lula/,politica,2017-09-05 00:00:00,1127,975,497,0,15,114,6,292,48,29,18,0,0,50,4.9032300000000015,5046,31.4516,5.1753800000000005,0.0,0.189655,0.509744
1869,1869,1869,1869,1869,2682,2682,true-meta-information," Por Igor Jácome, G1 RN ",https://g1.globo.com/rn/rio-grande-do-norte/noticia/mesmo-com-aprovacao-de-lei-tce-diz-que-governo-do-rn-esta-proibido-de-sacar-fundo-previdenciario.ghtml,politica,2018-01-19 00:00:00,1346,1132,527,0,23,147,4,348,57,43,25,0,1,32,3.24242,5396,17.1515,4.766780000000002,0.00176678,0.20202,0.46554799999999996
1870,1870,1870,1870,1870,2683,2683,true-meta-information," Por Pedro Ângelo, G1 MG, Belo Horizonte ",https://g1.globo.com/mg/minas-gerais/noticia/promotor-diz-que-vai-pedir-pena-de-6-a-20-anos-para-cunhado-de-ana-hickmann-por-morte-de-fa-em-bh.ghtml,tv_celebridades,2017-12-18 00:00:00,1392,1172,457,0,0,226,6,299,31,57,37,7,0,91,2.82051,5391,15.0256,4.59983,0.0,0.16761900000000002,0.389932
1871,1871,1871,1871,1871,2684,2684,true-meta-information, Por G1 ,https://g1.globo.com/politica/operacao-lava-jato/noticia/delacoes-apontam-propina-para-pais-e-filhos-maridos-e-mulheres-em-pagamentos-de-caixa-2.ghtml,politica,2017-04-13 00:00:00,2535,2184,723,0,40,303,18,669,77,68,41,1,0,96,4.33333,10872,26.963,4.97802,0.000457875,0.149177,0.331044
1872,1872,1872,1872,1872,2685,2685,true-meta-information," Por Renan Ramalho*, G1, Brasília ",https://g1.globo.com/politica/noticia/ministerio-publico-pede-absolvicao-de-lula-e-de-andre-esteves.ghtml,politica,2017-01-09 00:00:00,1209,1091,433,0,22,160,8,301,41,37,22,0,0,47,2.68182,5320,24.7955,4.87626,0.0,0.16919700000000001,0.396884
1873,1873,1873,1873,1873,2686,2686,true-meta-information," Por Fernanda Calgaro, G1, Brasília ",https://g1.globo.com/politica/noticia/senado-aprova-mp-que-acaba-com-mandato-de-presidente-da-ebc.ghtml,politica,2017-07-02 00:00:00,535,466,230,0,19,71,6,143,25,14,16,0,0,13,3.13636,2322,21.1818,4.98283,0.0,0.18224300000000002,0.493562
1874,1874,1874,1874,1874,2687,2687,true-meta-information," Mateus Coutinho, Ricardo Brandt, Julia Affonso e Fausto Macedo ",http://politica.estadao.com.br/blogs/fausto-macedo/as-provas-de-contas-na-suica-e-os-gastos-de-luxo-da-familia-cunha/,politica,2016-11-06 00:00:00,1255,1100,504,0,24,152,7,354,46,37,17,0,1,47,3.6904800000000004,5445,26.1905,4.95,0.00272727,0.16403199999999998,0.458182
1875,1875,1875,1875,1875,2688,2688,true-meta-information, O Estado de S. Paulo ,"http://internacional.estadao.com.br/noticias/geral,policia-identifica-veterano-do-exercito-como-autor-de-ataque-em-dallas,10000061816",sociedade_cotidiano,2016-09-07 00:00:00,986,851,401,None,7,123,1,274,44,29,9,1,0,42,2.7,4219,17.02,4.9577,0.0,0.183879,0.47121
1876,1876,1876,1876,1876,2689,2689,true-meta-information," Por Vanessa Pires e Arcênio Correa, G1 Triângulo Mineiro ",https://g1.globo.com/mg/triangulo-mineiro/noticia/grupo-manifesta-em-uberlandia-pela-absolvicao-do-ex-presidente-lula.ghtml,politica,2018-01-24 00:00:00,534,478,253,None,13,57,2,155,18,16,7,0,0,11,2.0,2292,17.0714,4.794980000000002,0.0,0.160377,0.529289
1877,1877,1877,1877,1877,269,269,true-meta-information,None,https://f5.folha.uol.com.br/celebridades/2018/02/com-textao-william-bonner-denuncia-seguidora-que-o-ofendeu-em-rede-social.shtml,tv_celebridades,2018-02-02 00:00:00,345,285,188,None,4,44,0,78,18,11,2,0,0,29,3.15789,1440,15.0,5.0526300000000015,0.00701754,0.2377050000000001,0.6596489999999999
1878,1878,1878,1878,1878,2690,2690,true-meta-information, Julia Affonso ,http://politica.estadao.com.br/blogs/fausto-macedo/moro-autoriza-e-filha-de-cunha-resgata-passaporte/,politica,2017-04-09 00:00:00,393,342,197,0,7,40,2,112,14,6,5,0,0,10,3.4,1660,22.8,4.8538,0.00292398,0.131579,0.576023
1879,1879,1879,1879,1879,2691,2691,true-meta-information, O Estado de S.Paulo ,"http://politica.estadao.com.br/noticias/geral,palocci-divide-pt-sobre-plano-b-em-2018,70001981779",politica,2017-10-09 00:00:00,956,838,406,0,11,130,9,250,33,57,16,0,0,35,3.47059,4037,24.6471,4.817419999999999,0.0,0.236842,0.484487
1880,1880,1880,1880,1880,2692,2692,true-meta-information," Por G1, Brasília ",https://g1.globo.com/politica/noticia/santana-diz-que-cancelou-passagem-para-o-brasil-apos-alerta-de-dilma-sobre-prisao.ghtml,politica,2017-05-17 00:00:00,1705,1488,537,0,15,195,11,397,65,75,23,11,1,98,3.5,7310,24.0,4.91263,0.000672043,0.236486,0.360887
1881,1881,1881,1881,1881,2693,2693,true-meta-information, José Nêumanne ,http://politica.estadao.com.br/blogs/neumanne/propina-com-recibo/,politica,2017-09-26 00:00:00,2129,1897,822,0,13,281,7,541,63,94,37,4,3,101,2.9367099999999997,8883,24.0127,4.68266,0.00421719,0.190998,0.433316
1882,1882,1882,1882,1882,2694,2694,true-meta-information," Por Fernanda Cesaroni, G1 São Paulo ",https://g1.globo.com/sao-paulo/noticia/tse-ouve-mais-testemunhas-no-caso-que-investiga-chapa-dilma-temer.ghtml,politica,2017-02-20 00:00:00,1258,1090,473,0,14,198,6,312,44,38,39,4,0,71,2.625,5357,17.0312,4.9146800000000015,0.0,0.16078399999999998,0.43394499999999997
1883,1883,1883,1883,1883,2695,2695,true-meta-information," Por Bernardo Caram, G1, Brasília ",https://g1.globo.com/politica/noticia/pt-aciona-conselho-de-etica-da-camara-contra-deputado-wladimir-costa.ghtml,politica,2017-11-09 00:00:00,459,401,208,0,8,45,4,138,18,9,4,0,0,7,3.4117599999999997,1923,23.5882,4.79551,0.0,0.147541,0.518703
1884,1884,1884,1884,1884,2696,2696,true-meta-information," Por Emily Costa, G1 RR ",https://g1.globo.com/rr/roraima/noticia/apos-anuncio-polemico-de-aluguel-para-venezuelanos-prefeita-de-boa-vista-recua-e-diz-que-busca-locacao-de-abrigos-coletivos.ghtml,politica,2017-08-30 00:00:00,848,746,370,None,2,111,2,216,41,34,12,0,1,31,2.83333,3751,20.7222,5.02815,0.0,0.229358,0.495979
1885,1885,1885,1885,1885,2697,2697,true-meta-information," Por Rafaella Fraga, G1 RS ",https://g1.globo.com/politica/noticia/so-depois-que-houver-a-indicacao-do-relator-diz-temer-sobre-nomear-substituto-de-teori.ghtml,politica,2017-01-21 00:00:00,955,807,352,0,13,103,13,253,45,25,18,0,2,41,4.48485,3944,24.4545,4.88724,0.00123916,0.196629,0.436183
1886,1886,1886,1886,1886,2698,2698,true-meta-information, Por RPC Curitiba e G1 PR ,https://g1.globo.com/pr/parana/noticia/eduardo-cunha-volta-a-cumprir-pena-no-parana-depois-de-dois-meses-em-brasilia.ghtml,politica,2017-11-20 00:00:00,360,322,181,0,5,41,0,96,11,8,9,0,0,8,2.375,1589,20.125,4.93478,0.0,0.138686,0.562112
1887,1887,1887,1887,1887,2699,2699,true-meta-information, Luiz Vassallo ,http://politica.estadao.com.br/blogs/fausto-macedo/tj-nega-indenizacao-a-lula-por-capa-de-revista-em-que-aparece-presidiario/,politica,2017-10-19 00:00:00,510,461,257,None,8,61,4,130,13,17,9,0,0,24,2.57895,2180,24.2632,4.72885,0.0,0.157068,0.557484
1888,1888,1888,1888,1888,27,27,true-meta-information,Vera Rosa,"http://politica.estadao.com.br/noticias/geral,por-2018-temer-quer-agenda-social,70002133341",politica,2017-12-29 00:00:00,1242,1077,563,None,18,142,10,336,56,41,11,1,0,47,3.66667,5074,23.9333,4.71124,0.000928505,0.202929,0.522748
1889,1889,1889,1889,1889,270,270,true-meta-information,Irene Klotz,"http://ciencia.estadao.com.br/noticias/geral,explosao-dupla-de-tempestade-solar-ruma-para-a-terra-e-levanta-preocupacoes,1558725",ciencia_tecnologia,2014-11-10 00:00:00,467,413,243,None,7,55,3,116,42,25,12,0,3,19,3.6,2162,27.5333,5.23487,0.0,0.391813,0.588378
1890,1890,1890,1890,1890,2700,2700,true-meta-information," Tânia Monteiro e Carla Araújo, O Estado de S. Paulo ","http://politica.estadao.com.br/noticias/geral,dilma-sai-em-defesa-de-lula-e-rebate-suposta-delacao,10000019679",politica,2016-04-03 00:00:00,949,814,407,0,8,132,6,250,37,37,18,0,0,40,4.21875,4348,25.4375,5.34152,0.0,0.193717,0.5
1891,1891,1891,1891,1891,2701,2701,true-meta-information," Por Guilherme Mazui, G1, Brasília ",https://g1.globo.com/politica/noticia/apos-derrubar-de-denuncia-temer-chega-mais-tarde-ao-planalto-e-recebe-deputados.ghtml,politica,2017-03-08 00:00:00,774,666,320,0,12,82,1,214,40,19,5,0,0,22,3.4838699999999996,3327,21.4839,4.9955,0.0015015,0.199324,0.48048
